grp	var1	var2	vcov	sdcor	prop	feature	LRT.pval
mouse.ID	(Intercept)	NA	0.130944203053074	0.361862132659766	0.13198440132787	CAG873	5.79153578428304e-08
mouse.ID	(Intercept)	NA	0.0521202530844863	0.228298605086598	0.0536065510808372	CAG95	0.0256110803317189
mouse.ID	(Intercept)	NA	0.00236343782014399	0.048615201533512	0.00233800718937149	Chao1	0.849724352466544
mouse.ID	(Intercept)	NA	0.032366992775001	0.179908289900719	0.0341080439289744	Clostridium	0.0467056480736742
mouse.ID	(Intercept)	NA	0.111305880616302	0.333625359672046	0.118406393138232	ClostridiumQ	2.0239682507639e-05
mouse.ID	(Intercept)	NA	0.0982273800624722	0.313412475920267	0.118076560166205	COE1	3.7462520073861e-06
mouse.ID	(Intercept)	NA	0.023543790009203	0.153439857954845	0.0251691796580658	D1663	0.133630852904736
mouse.ID	(Intercept)	NA	0.0881361001802241	0.296877247663448	0.0966699566381068	Desulfovibrio	6.80304601281545e-05
mouse.ID	(Intercept)	NA	0.107514750592641	0.327894419886403	0.113828019101552	Dorea	1.33646506879082e-05
mouse.ID	(Intercept)	NA	0.0157998922079471	0.12569762212527	0.0184249379726387	Dubosiella	0.287382304008993
mouse.ID	(Intercept)	NA	0.141461621631538	0.37611384131874	0.138971730927143	Duncaniella	4.07504116006763e-08
mouse.ID	(Intercept)	NA	0.0305837534589675	0.17488211303323	0.0406182668169	Emergencia	0.0523244887301219
mouse.ID	(Intercept)	NA	0.146805271875777	0.383151760893483	0.1563017807203	EnterococcusD	1.69279560369162e-08
mouse.ID	(Intercept)	NA	0.18396891039141	0.42891597124776	0.181072259644327	ErysipelatoclostridiaceaeNOV	2.47418641130537e-10
mouse.ID	(Intercept)	NA	0.129657859347854	0.36008035123824	0.128041105207598	Erysipelatoclostridium	1.41122786303516e-05
mouse.ID	(Intercept)	NA	0.0214547509446646	0.146474403718413	0.0257151430266432	ErysipelotrichaceaeNOV	0.101188089015612
mouse.ID	(Intercept)	NA	0.109572651213061	0.331017599551838	0.116552021274863	Escherichia	5.13161183146593e-06
mouse.ID	(Intercept)	NA	0.0580942436429484	0.241027474871535	0.0584979443840055	EubacteriumF	0.0164003598002102
mouse.ID	(Intercept)	NA	0.0601770710565848	0.245310152779262	0.0645464544981903	EubacteriumG	0.0106977079951471
mouse.ID	(Intercept)	NA	0.066326099336932	0.257538539517743	0.0745667945720711	EubacteriumJ	0.00427783672396775
mouse.ID	(Intercept)	NA	0.0468860503239436	0.2165318690723	0.0505529397755479	Evtepia	0.0135550220943779
mouse.ID	(Intercept)	NA	0.0650017333535666	0.254954375043	0.0666786276554203	Flavonifractor	0.0165690848514787
mouse.ID	(Intercept)	NA	0.105656575282631	0.325048573728037	0.109286683294131	HungatellaA	2.6088591169704e-05
mouse.ID	(Intercept)	NA	0.135646469964228	0.368302144935687	0.14276124051377	Ileibacterium	7.340905661124e-11
mouse.ID	(Intercept)	NA	0.0797030578503463	0.282317299948739	0.091783602645115	Kineothrix	0.000855677970759805
mouse.ID	(Intercept)	NA	0.0677904578512972	0.260366007480426	0.0760311306214207	Lachnospira	0.000297644498223781
mouse.ID	(Intercept)	NA	0.0337295396432605	0.183656036228763	0.0348020515252288	LachnospiraceaeNOV	0.12980384614481
mouse.ID	(Intercept)	NA	0.187818469628497	0.433380282925397	0.203826459933616	Lactobacillus	4.88720175439994e-13
mouse.ID	(Intercept)	NA	0.0301612444764713	0.173669929684074	0.0308596966645009	Lawsonibacter	0.177182919793043
mouse.ID	(Intercept)	NA	0.00262361982661088	0.0512212829457725	0.00462252443664874	Ligilactobacillus	0.412829814913114
mouse.ID	(Intercept)	NA	0.111604757338229	0.334072982053666	0.118253222669441	Limosilactobacillus	1.90150999690442e-06
mouse.ID	(Intercept)	NA	0.109223995622552	0.330490537871438	0.108473614562021	Mailhella	3.55014000419374e-08
mouse.ID	(Intercept)	NA	0.0376213343195683	0.193962198171624	0.0379704731687637	MarseilleP3106	0.0407793894987778
mouse.ID	(Intercept)	NA	0.0748417359880977	0.273572176926123	0.0917564689245073	MuribaculaceaeNOV	0.000633939116679527
mouse.ID	(Intercept)	NA	0.13216422930464	0.363543985378166	0.138147394567873	Muribaculum	1.21041356904161e-06
mouse.ID	(Intercept)	NA	0.0376773055999291	0.19410642853839	0.0396370553682396	Oscillibacter	0.0591742171380354
mouse.ID	(Intercept)	NA	0.0814812979481296	0.285449291377873	0.0877914462535553	OscillospiraceaeNOV	0.000242082527380894
mouse.ID	(Intercept)	NA	0.112360550794456	0.335202253564107	0.123133437702079	Paramuribaculum	4.3890158130111e-07
mouse.ID	(Intercept)	NA	0.177451226350408	0.421249601009197	0.18059069962958	Parvibacter	8.69957328397675e-10
mouse.ID	(Intercept)	NA	0.101490294131796	0.318575413570785	0.120156103323067	PCoA1	1.21740628711287e-06
mouse.ID	(Intercept)	NA	0.0745298100424629	0.273001483590223	0.0923556251211099	PCoA2	6.59819678183737e-06
mouse.ID	(Intercept)	NA	0.0966678313936988	0.310914508174995	0.11018876209349	PCoA3	6.86560091350819e-05
mouse.ID	(Intercept)	NA	0.145518020101457	0.381468242585746	0.142481880170535	Prevotella	3.86260204932043e-08
mouse.ID	(Intercept)	NA	0.0541880022316289	0.232783165696381	0.0623063071178491	Romboutsia	0.000441766200097282
mouse.ID	(Intercept)	NA	0.00885939999351539	0.0941243857537216	0.00904541579284552	Roseburia	0.604125136199087
mouse.ID	(Intercept)	NA	0.0397345994243342	0.199335394309024	0.042877256982488	RuminiclostridiumE	0.0215949227789652
mouse.ID	(Intercept)	NA	0.0719113724119795	0.268162958687399	0.0825806500866398	Schaedlerella	0.00129968566312089
mouse.ID	(Intercept)	NA	0.0258201168476462	0.160686392851561	0.0263821773661258	Shannon	0.205635418961333
mouse.ID	(Intercept)	NA	0.00729359641157182	0.0854025550646573	0.00747380107910286	Simpson	0.698996400240742
mouse.ID	(Intercept)	NA	0.0109873346652818	0.104820487812649	0.0111092637507383	Staphylococcus	0.247852003104477
mouse.ID	(Intercept)	NA	0.113087349480455	0.336284625697422	0.133467439853543	TF0111	3.1907537723086e-09
mouse.ID	(Intercept)	NA	0.0598844514336271	0.244712998088837	0.0720543057449312	Turicibacter	0.0030655401849019
mouse.ID	(Intercept)	NA	0.0956330304979377	0.309245906194306	0.0988285844701302	UBA11940	0.000938396413021181
mouse.ID	(Intercept)	NA	0.114764663904702	0.33876933731479	0.147625221150974	UBA11957	4.71366095045056e-08
mouse.ID	(Intercept)	NA	0.128501592806639	0.358471188251774	0.130574758920257	UBA1394	3.41242178885093e-05
mouse.ID	(Intercept)	NA	0.0551946278140478	0.234935369440295	0.0566680555541226	UBA1405	0.000744460107261702
mouse.ID	(Intercept)	NA	0.149856064913283	0.38711247062486	0.153759572911251	UBA2882	2.39439036464617e-06
mouse.ID	(Intercept)	NA	0.0576357608824333	0.240074490278399	0.0588562402051343	UBA3282	0.015068555816857
mouse.ID	(Intercept)	NA	0.0963225693381063	0.310358775191078	0.097080017543634	UBA3700	0.00190360404656298
mouse.ID	(Intercept)	NA	0.0202132468903171	0.142173298795228	0.0225308170024424	UBA3700NOV	0.411735423457373
mouse.ID	(Intercept)	NA	0.0272700888257264	0.165136576280745	0.0285709520445788	UBA3818	0.346108954369293
mouse.ID	(Intercept)	NA	0.0332550472489862	0.182359664534091	0.0340056835364327	UBA7160	0.0748388648441289
mouse.ID	(Intercept)	NA	0.152954440319868	0.391093902176789	0.150714921762037	UBA7173	3.13336136259501e-07
mouse.ID	(Intercept)	NA	0.111786809300127	0.334345344367357	0.145237146009594	UBA7182	5.22997121388258e-07
mouse.ID	(Intercept)	NA	0.102668776482698	0.320419688038513	0.106089028347176	UBA946	0.00072285831223684
mouse.ID	(Intercept)	NA	0.101897138270762	0.31921331155007	0.108394423809642	UBA9475	3.28162703366885e-06
mouse.ID	(Intercept)	NA	0.0577315921983889	0.240273994011813	0.0676177760203993	UBA9502	0.0142735733530595
mouse.ID	(Intercept)	NA	0.0987985370794856	0.314322345816338	0.10595884889047	UMGS1004	0.00039251226881909
mouse.ID	(Intercept)	NA	0.0103309032263588	0.101641050891649	0.0106867825374289	UMGS1217	0.619263096331871
mouse.ID	(Intercept)	NA	0.0636792939169353	0.252347565704398	0.0736785438807096	UMGS1370	0.00558526500174761
mouse.ID	(Intercept)	NA	0.0723918253656163	0.269057290117953	0.0963510242153918	UMGS1815	0.00238800866752797
mouse.ID	(Intercept)	NA	0.131933213471627	0.363226118928178	0.134043541549625	UMGS1872	1.33941292612683e-07
mouse.ID	(Intercept)	NA	0.104785724676038	0.323706232062402	0.109214736258547	UMGS268	9.75245715792994e-05
mouse.ID	(Intercept)	NA	0.0454434995940564	0.213174809942583	0.052846743565183	uniq	0.0442051177390089
mouse.ID	(Intercept)	NA	0.112823927203627	0.335892731692168	0.117633872177708	X142	9.21545669892998e-05
mouse.ID	(Intercept)	NA	0.0385889520438708	0.196440708723703	0.0404402316671804	X1XD4269	0.0603171106737467
mouse.ID	(Intercept)	NA	0.122474476801486	0.349963536388416	0.119182732658471	X1XD876	8.96811966532018e-05
