term.clean	term	component	std.error	z.ratio	bound	X.ch	PVE	feature	LRT.pval
Residual	units!R	0.775511871798324	0.024039702407708	32.2596286195984	P	0	0.764577719945094	ANAEROFRUCATPWY	NA
Age	Age	0.00172970992697938	0.00316704288719543	0.546159300201686	P	0.6	0.00170807179656959	ANAGLYCOLYSISPWY	0.474669622865015
Batch	Batch	0.0332834101280761	0.0103062915414899	3.2294264133794	P	0	0.0328670450731032	ANAGLYCOLYSISPWY	1.40310556184797e-06
Cage	Cage	0.00610966100040459	0.00729040231911265	0.838041679042512	P	0.1	0.00603323105141469	ANAGLYCOLYSISPWY	0.360849602598811
Cohort	Cohort	0.00483019960121346	0.00611681091423104	0.789659786601507	P	0	0.00476977531431646	ANAGLYCOLYSISPWY	0.338830330344986
Diet	Diet.5mo.as.AL	0.0261567385072455	0.0200812818428086	1.30254326949814	P	0.2	0.0258295258861658	ANAGLYCOLYSISPWY	3.16408866551932e-07
Genetics	vm(Mouse, kinship.mat.x2)	0.0699411440717422	0.0256124938360331	2.73074322709432	P	0	0.0690662022258125	ANAGLYCOLYSISPWY	0.00194671413811798
Mouse	ide(Mouse)	0.00949724024303917	0.0232446942833068	0.408576689686111	P	0.2	0.00937843273681709	ANAGLYCOLYSISPWY	0.685970390993984
Residual	units!R	0.861120058628565	0.0267122589475268	32.2368864542732	P	0	0.850347715915801	ANAGLYCOLYSISPWY	NA
Age	Age	0.120775987219113	0.072812005144746	1.65873727799443	P	0.4	0.110799027327581	ARGININESYN4PWY	2.57509025214375e-09
Batch	Batch	0.0372067199547173	0.0104046454517529	3.57597191824051	P	0	0.0341331789203541	ARGININESYN4PWY	9.67616131664073e-09
Cage	Cage	0.0269906477441727	0.00974139970599072	2.77071556026739	P	0	0.0247610273023084	ARGININESYN4PWY	0.000411027238128914
Cohort	Cohort	8.35890952349407e-08	NA	NA	B	0	7.66840384456681e-08	ARGININESYN4PWY	1
Diet	Diet.5mo.as.AL	0.0284471073559409	0.0224089754595822	1.26945149309701	P	0.1	0.0260971729388831	ARGININESYN4PWY	9.63265451181528e-07
Genetics	vm(Mouse, kinship.mat.x2)	0.0309309396423327	0.0210466020793474	1.46964053987055	P	0	0.0283758229231534	ARGININESYN4PWY	0.10950844016327
Mouse	ide(Mouse)	0.0196568672594104	0.0214855859744677	0.914886253638584	P	0	0.0180330695099082	ARGININESYN4PWY	0.354458115709596
Residual	units!R	0.826037202076008	0.0255651306373949	32.3110886383556	P	0	0.757800624393774	ARGININESYN4PWY	NA
Age	Age	0.0204912153008315	0.0155858368584343	1.31473308022871	P	0	0.0201739985992456	ARGPOLYAMINESYN	0.0100797997224624
Batch	Batch	0.0595512483854574	0.0139067526420726	4.28218218286955	P	0	0.0586293581846653	ARGPOLYAMINESYN	3.33066907387547e-15
Cage	Cage	0.00906223481031776	0.00717630992653699	1.26279869502387	P	0	0.00892194580386682	ARGPOLYAMINESYN	0.151177526854847
Cohort	Cohort	0.028226811044951	0.0171864390536445	1.64238856908321	P	0	0.0277898425311506	ARGPOLYAMINESYN	0.00205442034379699
Diet	Diet.5mo.as.AL	0.0131471301529099	0.0110315845186741	1.19177169251205	P	0	0.0129436044370751	ARGPOLYAMINESYN	0.000326798301717002
Genetics	vm(Mouse, kinship.mat.x2)	0.0330486211785196	0.0194287730641161	1.70101431878674	P	0	0.032537008058053	ARGPOLYAMINESYN	0.0358059896737061
Mouse	ide(Mouse)	2.36286903302616e-07	NA	NA	B	93.7	2.32629035724085e-07	ARGPOLYAMINESYN	1
Residual	units!R	0.852196539898275	0.0262692575967334	32.4408307604493	P	0	0.839004009756908	ARGPOLYAMINESYN	NA
Age	Age	0.0620214721259271	0.0380717507543425	1.6290680333069	P	0.1	0.0613705618036823	ARGSYNBSUBPWY	2.04442018869599e-10
Batch	Batch	0.0392484145945459	0.0105428951395753	3.72273593495372	P	0	0.0388365056650148	ARGSYNBSUBPWY	2.69756894599738e-09
Cage	Cage	0.013930276842661	0.00787207789978209	1.7695806647247	P	0	0.0137840797164431	ARGSYNBSUBPWY	0.0400154451578851
Cohort	Cohort	0.00308853548940878	0.00553470947749675	0.558030281800025	P	0	0.00305612155981688	ARGSYNBSUBPWY	0.508473983238213
Diet	Diet.5mo.as.AL	0.0950518568525528	0.0690840455323823	1.37588724169314	P	0	0.0940542953201814	ARGSYNBSUBPWY	0
Genetics	vm(Mouse, kinship.mat.x2)	0.0487853997849983	0.0216401064640059	2.25439740170148	P	0	0.0482734009690008	ARGSYNBSUBPWY	0.00717238406403942
Mouse	ide(Mouse)	0.0278947737952217	0.0202833662456618	1.37525366634781	P	0	0.0276020204055064	ARGSYNBSUBPWY	0.156885716366819
Residual	units!R	0.720585500979496	0.022379722883393	32.1981422528788	P	0	0.713023014560354	ARGSYNBSUBPWY	NA
Age	Age	0.0756647456020669	0.0460173014753747	1.64426733372354	P	0	0.0738443953834723	ARGSYNPWY	9.33475519104832e-11
Batch	Batch	0.0394450448783742	0.0103863133157269	3.79779077323296	P	0	0.0384960719386586	ARGSYNPWY	7.27857552007549e-10
Cage	Cage	0.00873603563605871	0.00721798960058784	1.21031424530554	P	0	0.00852586319375137	ARGSYNPWY	0.184123145731179
Cohort	Cohort	0.00248210914689513	0.00520727691893068	0.47666163823007	P	0	0.00242239431018784	ARGSYNPWY	0.587945884530042
Diet	Diet.5mo.as.AL	0.106911519815792	0.0773400037591406	1.38235731341242	P	0	0.104339431494892	ARGSYNPWY	0
Genetics	vm(Mouse, kinship.mat.x2)	0.0737275929964394	0.0238897065742388	3.08616569932855	P	0	0.0719538469941287	ARGSYNPWY	0.000122145984874145
Mouse	ide(Mouse)	0.0238116267641212	0.0205559119326128	1.15838338100403	P	0	0.0232387642025642	ARGSYNPWY	0.237609685480473
Residual	units!R	0.693872488043252	0.0216093872316393	32.1097715823853	P	0	0.677179232482345	ARGSYNPWY	NA
Age	Age	0.0380761063503736	0.0239629774026082	1.58895556719213	P	0	0.03805752945188	AROPWY	7.28098137336985e-10
Batch	Batch	0.0514108443243358	0.0118945348961448	4.32222401070923	P	0	0.0513857615591052	AROPWY	0
Cage	Cage	0.0078996397587195	0.00770817027772299	1.02483980946164	P	0.1	0.00789578561448051	AROPWY	0.27038209878378
Cohort	Cohort	0.00599593570231054	0.00711632182106854	0.842561066386712	P	0	0.00599301035359208	AROPWY	0.263201907440889
Diet	Diet.5mo.as.AL	0.0826983852960518	0.060317804725815	1.37104434871215	P	0	0.0826580376960348	AROPWY	0
Genetics	vm(Mouse, kinship.mat.x2)	0.050216717313924	0.0231538620901061	2.16882682977464	P	0	0.0501922171496573	AROPWY	0.0118085428982129
Mouse	ide(Mouse)	0.0594872259630695	0.0225371650840052	2.63951680441335	P	0	0.0594582028232502	AROPWY	0.00556713909854389
Residual	units!R	0.704703272049865	0.0219791131058698	32.0624070978398	P	0	0.704359455352	AROPWY	NA
Age	Age	0.00612782325151458	0.00632753900867389	0.968437056352315	P	0	0.0059959218019296	ASPASNPWY	0.0906692767105528
Batch	Batch	0.0623586892666671	0.0136181058060349	4.57910153988029	P	0	0.0610164179297026	ASPASNPWY	1.14352971536391e-14
Cage	Cage	1.16781018841462e-07	NA	NA	B	0	1.14267306379962e-07	ASPASNPWY	1
Cohort	Cohort	8.34044612355655e-08	NA	NA	B	0	8.16091794711794e-08	ASPASNPWY	1
Diet	Diet.5mo.as.AL	0.0332364937686356	0.0251270089156817	1.3227397610343	P	0	0.0325210779468555	ASPASNPWY	1.44517176003944e-10
Genetics	vm(Mouse, kinship.mat.x2)	0.0689182285696818	0.0249470720457361	2.76257784654376	P	0	0.0674347630913126	ASPASNPWY	0.000898447857895723
Mouse	ide(Mouse)	0.0271444649513325	0.0221374467202114	1.2261786688593	P	0	0.0265601801036251	ASPASNPWY	0.204631822979117
Residual	units!R	0.824212627329465	0.0255028492043682	32.3184527628502	P	0	0.806471443250089	ASPASNPWY	NA
Age	Age	0.0487969493551364	0.0301284340667149	1.61963111813521	P	0	0.0475614235471008	BIOTINBIOSYNTHESISPWY	2.0629537267336e-07
Batch	Batch	0.0361875555841642	0.010469979143503	3.45631591889274	P	0	0.035271296280154	BIOTINBIOSYNTHESISPWY	4.88263128817223e-08
Cage	Cage	0.0177691552721512	0.00920478335023325	1.93042623558337	P	0	0.0173192449762031	BIOTINBIOSYNTHESISPWY	0.0211612862388336
Cohort	Cohort	0.00733840692507198	0.00810058545033719	0.905910686340148	P	0	0.00715260040918085	BIOTINBIOSYNTHESISPWY	0.260838013366875
Diet	Diet.5mo.as.AL	0.0275130448121998	0.0216185961714455	1.27265640164646	P	0	0.0268164218189115	BIOTINBIOSYNTHESISPWY	9.62792250258637e-07
Genetics	vm(Mouse, kinship.mat.x2)	0.0499199117891047	0.0256016004744783	1.94987465095664	P	0	0.0486559528702505	BIOTINBIOSYNTHESISPWY	0.0387485808865331
Mouse	ide(Mouse)	0.0502869563066459	0.0242862398956367	2.07059456394815	P	0	0.0490137039180131	BIOTINBIOSYNTHESISPWY	0.0360766795234277
Residual	units!R	0.788165497412904	0.0245444694528732	32.1117349440463	P	0	0.768209356180186	BIOTINBIOSYNTHESISPWY	NA
Age	Age	8.14328356869262e-08	NA	NA	B	0	7.96320092499476e-08	BRANCHEDCHAINAASYNPWY	1
Batch	Batch	0.0829680335055141	0.0165912233273857	5.00071826340651	P	0	0.0811332573135702	BRANCHEDCHAINAASYNPWY	0
Cage	Cage	0.0234300063212288	0.00980202478873406	2.39032310427923	P	0	0.022911869203125	BRANCHEDCHAINAASYNPWY	0.00253108730205309
Cohort	Cohort	8.14328356869262e-08	NA	NA	B	0	7.96320092499476e-08	BRANCHEDCHAINAASYNPWY	1
Diet	Diet.5mo.as.AL	0.0222212674023715	0.0178670232187199	1.24370283344623	P	0	0.021729860644105	BRANCHEDCHAINAASYNPWY	1.02008841956769e-05
Genetics	vm(Mouse, kinship.mat.x2)	0.0523635108350064	0.0244272849112772	2.14364842532426	P	0	0.0512055308402138	BRANCHEDCHAINAASYNPWY	0.01234532286362
Mouse	ide(Mouse)	0.0369025795678409	0.0232588084688332	1.58660662334832	P	0	0.0360865065388484	BRANCHEDCHAINAASYNPWY	0.101410276585524
Residual	units!R	0.804728793377656	0.0251726362035769	31.9683956368188	P	0	0.786932816196119	BRANCHEDCHAINAASYNPWY	NA
Age	Age	0.0646471400229702	0.0385135366888682	1.67855630983003	P	0	0.0641858311411827	CALVINPWY	4.535131936656e-09
Batch	Batch	0.0536101841003292	0.0123908101278126	4.32660847412994	P	0	0.0532276326978858	CALVINPWY	2.22044604925031e-16
Cage	Cage	0.00735434173262192	0.00707649285727635	1.03926364103652	P	0.1	0.007301862641362	CALVINPWY	0.261640318838684
Cohort	Cohort	0.017001829056877	0.0119860787702046	1.41846465243836	P	0.1	0.0168805074524289	CALVINPWY	0.0185462394687029
Diet	Diet.5mo.as.AL	0.031772745556353	0.0241748205984997	1.31429085179333	P	0	0.0315460216870726	CALVINPWY	7.49532658161911e-10
Genetics	vm(Mouse, kinship.mat.x2)	0.066027532789736	0.0228697045099672	2.8871178795056	P	0	0.0655563737050867	CALVINPWY	0.000421477891120792
Mouse	ide(Mouse)	0.0123224311305574	0.0201745256921501	0.610791615058987	P	0.8	0.0122345007608036	CALVINPWY	0.526349219202723
Residual	units!R	0.754450878391687	0.0232100783313471	32.5053137529803	P	0	0.749067269914178	CALVINPWY	NA
Age	Age	0.07387100825266	0.0441270485000123	1.67405278086159	P	0.3	0.0702755635942739	CENTFERMPWY	1.8382020350316e-09
Batch	Batch	0.0684109092526085	0.014653774222919	4.66848391492285	P	0	0.0650812181590965	CENTFERMPWY	0
Cage	Cage	0.000742934234002459	0.00652433068715241	0.113871333264182	P	6.1	0.00070677418980704	CENTFERMPWY	0.904975433669847
Cohort	Cohort	0.0318794931149255	0.0191109761711419	1.6681247901436	P	0	0.0303278566076765	CENTFERMPWY	0.00221021243270814
Diet	Diet.5mo.as.AL	0.00930349148579705	0.00830159447156594	1.12068729900777	P	0.5	0.00885067258487531	CENTFERMPWY	0.00648634294812112
Genetics	vm(Mouse, kinship.mat.x2)	0.00926260825857683	0.0197984722445061	0.467844596501485	P	0.2	0.00881177922329255	CENTFERMPWY	0.634566163058525
Mouse	ide(Mouse)	0.0695823364315994	0.0223409183648858	3.11456920862148	P	0	0.066195629714597	CENTFERMPWY	0.000741918087484361
Residual	units!R	0.788109308243763	0.0243572477377708	32.3562545624414	P	0	0.749750505926381	CENTFERMPWY	NA
Age	Age	0.010063127797231	0.00816444858950164	1.23255449365812	P	0	0.0102294763365593	CITRULBIOPWY	0.00572666494651486
Batch	Batch	0.0342256207634539	0.00980627303676704	3.49017619998244	P	0	0.034791387405429	CITRULBIOPWY	4.01951594231065e-09
Cage	Cage	0.0133864586156937	0.00741489537564655	1.8053469317531	P	0	0.0136077434768591	CITRULBIOPWY	0.0324551909563349
Cohort	Cohort	0.0260975553417435	0.0152193652173172	1.71475977934012	P	0	0.0265289609940034	CITRULBIOPWY	0.000627506388888532
Diet	Diet.5mo.as.AL	0.0579759385296919	0.0427027445880908	1.35766305161239	P	0	0.0589343098119544	CITRULBIOPWY	9.99200722162641e-16
Genetics	vm(Mouse, kinship.mat.x2)	0.0335833500202101	0.0200365912205186	1.67610097199662	P	0	0.0341384996053273	CITRULBIOPWY	0.0664995652064485
Mouse	ide(Mouse)	3.6101009846896e-07	NA	NA	B	93.7	3.66977776090982e-07	CITRULBIOPWY	1
Residual	units!R	0.808405901218148	0.0248374155464338	32.5479073982889	P	0	0.821769255392091	CITRULBIOPWY	NA
Age	Age	0.0436733661335567	0.0262082964498625	1.66639469364617	P	0	0.0455191537477693	COAPWY	1.02585162586877e-09
Batch	Batch	0.0365837151931056	0.00988911974483673	3.69939045507124	P	0	0.0381298696200122	COAPWY	7.2379002791223e-10
Cage	Cage	0.0121885674350959	0.00724085980707123	1.6833038837726	P	0	0.0127036984817364	COAPWY	0.0482006485329215
Cohort	Cohort	0.00723652010303169	0.00714147720507435	1.01330857681515	P	0.1	0.00754236048948894	COAPWY	0.168943388305342
Diet	Diet.5mo.as.AL	0.0779996072899505	0.0569304764096115	1.37008527258314	P	0	0.0812961406647528	COAPWY	0
Genetics	vm(Mouse, kinship.mat.x2)	0.0509842119312067	0.0213056309202734	2.3929923559641	P	0	0.0531389811929858	COAPWY	0.00648367781935999
Mouse	ide(Mouse)	0.0174129008554252	0.019632824647012	0.886927946869596	P	0.1	0.0181488303147704	COAPWY	0.37028112749154
Residual	units!R	0.713371420164978	0.0220368742205541	32.3717153814677	P	0	0.743520965488484	COAPWY	NA
Age	Age	0.090492519081589	0.0502540789654841	1.80069998186101	P	0	0.0930807382661405	COAPWY1	0
Batch	Batch	0.0360984331185243	0.00964620968775358	3.74224014271153	P	0	0.0371309014162117	COAPWY1	1.1573975111645e-10
Cage	Cage	0.0186157772193321	0.00791674265245583	2.35144402648447	P	0	0.0191482158366168	COAPWY1	0.00312157788756739
Cohort	Cohort	0.0167966217748368	0.0112884579558019	1.48794652383887	P	0	0.0172770298699423	COAPWY1	0.00804612551101636
Diet	Diet.5mo.as.AL	0.0556005007131995	0.0412157259376748	1.34901180188545	P	0	0.0571907568368778	COAPWY1	1.04360964314765e-14
Genetics	vm(Mouse, kinship.mat.x2)	0.0356996808389376	0.0194462627833958	1.83581191083255	P	0	0.0367207442347571	COAPWY1	0.0462858273147078
Mouse	ide(Mouse)	0.0197115386671875	0.0186422877485192	1.05735620719368	P	0.1	0.0202753176740405	COAPWY1	0.275266796539292
Residual	units!R	0.699178754798309	0.0215344935438293	32.46785225644	P	0	0.719176295865413	COAPWY1	NA
Age	Age	0.010021905171298	0.00837112429993514	1.19719942175218	P	0.2	0.00992356049391987	COLANSYNPWY	0.00925193310678751
Batch	Batch	0.0317318527393915	0.00966518307522885	3.28310933092596	P	0	0.031420468948892	COLANSYNPWY	2.54551036360517e-07
Cage	Cage	0.00203889315376894	0.0064784778926801	0.314717930283075	P	0.1	0.00201888555182214	COLANSYNPWY	0.741466627680405
Cohort	Cohort	0.0661735892174315	0.032163903413145	2.05738676576137	P	0	0.0655242296224936	COLANSYNPWY	2.11470519984047e-08
Diet	Diet.5mo.as.AL	0.00182784145403265	0.00291666068989183	0.626689782725613	P	0.1	0.00180990489655953	COLANSYNPWY	0.367527478529501
Genetics	vm(Mouse, kinship.mat.x2)	0.0571963739203528	0.0230395865896163	2.48252605131945	P	0	0.0566351074900433	COLANSYNPWY	0.00329060990695607
Mouse	ide(Mouse)	0.0186445267478821	0.0213686445549876	0.872517987741543	P	0.1	0.0184615685242162	COLANSYNPWY	0.357667798955921
Residual	units!R	0.82227523857332	0.0253133014705578	32.4839191572746	P	0	0.814206274472053	COLANSYNPWY	NA
Age	Age	0.0137126912848464	0.0101762260823144	1.34752227141239	P	0.1	0.013824248144312	COMPLETEAROPWY	0.00026013636375688
Batch	Batch	0.0385572291658173	0.0103654425508586	3.7197861043206	P	0	0.0388709037980311	COMPLETEAROPWY	3.99681399088081e-11
Cage	Cage	0.00950598711133129	0.00771915688766679	1.23147997244613	P	0	0.00958332116970339	COMPLETEAROPWY	0.172797489032923
Cohort	Cohort	0.0155650434937145	0.0106984802392427	1.45488360455356	P	0	0.0156916697943826	COMPLETEAROPWY	0.0101152714593858
Diet	Diet.5mo.as.AL	0.0719106339407046	0.0526539120644793	1.36572252889099	P	0	0.0724956485317844	COMPLETEAROPWY	0
Genetics	vm(Mouse, kinship.mat.x2)	0.0294769935286667	0.020436012951268	1.44240432803394	P	0	0.0297167977185401	COMPLETEAROPWY	0.0966235259241115
Mouse	ide(Mouse)	0.0511308743676859	0.0215855494924761	2.36875481838015	P	0	0.0515468393775957	COMPLETEAROPWY	0.011184260288558
Residual	units!R	0.762070895991231	0.0236765294588847	32.1867652653485	P	0	0.768270571465651	COMPLETEAROPWY	NA
Age	Age	0.327769899576744	0.172753415307339	1.89732804410044	P	0.5	0.270305660849713	DAPLYSINESYNPWY	0
Batch	Batch	0.0622364495024308	0.0131102035229076	4.74717645639021	P	0	0.051325227342163	DAPLYSINESYNPWY	0
Cage	Cage	0.0443421265661937	0.0115981698583673	3.82320030726261	P	0	0.0365681163536806	DAPLYSINESYNPWY	1.18584820851808e-08
Cohort	Cohort	0.014572983191169	0.0129587237929445	1.12456931901762	P	0.1	0.0120180646762482	DAPLYSINESYNPWY	0.110354122507879
Diet	Diet.5mo.as.AL	0.0724089147919581	0.0536234132000417	1.35032275028516	P	0.1	0.059714267812649	DAPLYSINESYNPWY	3.33066907387547e-16
Genetics	vm(Mouse, kinship.mat.x2)	0.0868160647453488	0.0233883172296221	3.71194147458344	P	0	0.0715955729420737	DAPLYSINESYNPWY	2.43507569930301e-06
Mouse	ide(Mouse)	0.0190750136006075	0.0186708270117966	1.02164802815406	P	0	0.0157308043346495	DAPLYSINESYNPWY	0.294258175558471
Residual	units!R	0.585368393707622	0.0183110773463387	31.9679930697614	P	0	0.482742285688823	DAPLYSINESYNPWY	NA
Age	Age	0.0766130278577613	0.0508267292618571	1.50733735910989	P	0	0.0717536654696104	DTDPRHAMSYNPWY	0.000113231457487872
Batch	Batch	0.0549755346995942	0.0130302242145022	4.21907818273828	P	0	0.0514885814612537	DTDPRHAMSYNPWY	5.77315972805081e-15
Cage	Cage	0.0126913663751828	0.00776172562324748	1.63512174885058	P	0	0.0118863864632505	DTDPRHAMSYNPWY	0.0518948462290184
Cohort	Cohort	0.0164673662166891	0.0122603920522829	1.34313537009797	P	0	0.0154228845891799	DTDPRHAMSYNPWY	0.0269588179407095
Diet	Diet.5mo.as.AL	0.0134038567587375	0.011463425488861	1.16927150368465	P	0	0.0125536854600584	DTDPRHAMSYNPWY	0.000791366867894605
Genetics	vm(Mouse, kinship.mat.x2)	0.0854245817930779	0.0190477318864992	4.48476397620998	P	0	0.0800063257680126	DTDPRHAMSYNPWY	8.27594194510173e-05
Mouse	ide(Mouse)	1.57586595314272e-07	NA	NA	B	0	1.47591293006568e-07	DTDPRHAMSYNPWY	0.999652870674468
Residual	units!R	0.808146954038069	0.0238794675653012	33.8427543172014	P	0	0.756888323197342	DTDPRHAMSYNPWY	NA
Age	Age	0.0678626386254492	0.0408492287140581	1.66129547023968	P	0	0.0655519617873891	FASYNELONGPWY	3.15443071663424e-09
Batch	Batch	0.034886755214224	0.0101598373885279	3.43379070747892	P	0	0.0336988848504809	FASYNELONGPWY	7.54740024921929e-08
Cage	Cage	0.0194221163773532	0.00931376219127679	2.0853137516807	P	0	0.018760806481831	FASYNELONGPWY	0.0117858966417183
Cohort	Cohort	0.00338268338946867	0.00628056846792893	0.538595097998213	P	0	0.00326750531333054	FASYNELONGPWY	0.550590460312857
Diet	Diet.5mo.as.AL	0.0354284634776678	0.0272258035002153	1.30128256737722	P	0	0.0342221483148028	FASYNELONGPWY	2.06864133600604e-08
Genetics	vm(Mouse, kinship.mat.x2)	0.0455214256703357	0.0244480766260489	1.8619634733079	P	0	0.0439714519872836	FASYNELONGPWY	0.0452416117187977
Mouse	ide(Mouse)	0.0475148935376917	0.0235032859557101	2.02162768334731	P	0	0.0458970436252177	FASYNELONGPWY	0.0390589482009226
Residual	units!R	0.781230568878625	0.0243168676285524	32.1271053826571	P	0	0.754630197639664	FASYNELONGPWY	NA
Age	Age	0.0122378268218538	0.00934637773986303	1.309365741731	P	0.1	0.0121293429590908	FERMENTATIONPWY	0.00316720735656639
Batch	Batch	0.0410495870883344	0.0108658941729405	3.77783792433399	P	0	0.040685697499358	FERMENTATIONPWY	6.2112537335679e-11
Cage	Cage	0.00846911956816622	0.00793399817226639	1.06744662454932	P	0.1	0.00839404391802581	FERMENTATIONPWY	0.229946316980462
Cohort	Cohort	0.0109111023966548	0.00923372792306427	1.18165734225293	P	0.1	0.0108143794611024	FERMENTATIONPWY	0.0802676648099392
Diet	Diet.5mo.as.AL	0.0236015444577087	0.018617392479295	1.26771482547605	P	0.1	0.0233923253906949	FERMENTATIONPWY	1.15776022757696e-06
Genetics	vm(Mouse, kinship.mat.x2)	0.086113064856032	0.0268446863925064	3.20782532516641	P	0	0.0853497040039842	FERMENTATIONPWY	4.21303826665387e-05
Mouse	ide(Mouse)	0.0366810238186318	0.0231055155241291	1.58754405545835	P	0	0.0363558599466573	FERMENTATIONPWY	0.0854950010403482
Residual	units!R	0.789880650142146	0.0243406003178951	32.4511573184755	P	0	0.782878646821087	FERMENTATIONPWY	NA
Age	Age	0.000180754179323848	0.00248598763170809	0.0727092029816954	P	0.3	0.000175236543885677	FUCCATPWY	0.942934029706828
Batch	Batch	0.0476239701810258	0.01189205070766	4.00468946456392	P	0	0.0461702184251318	FUCCATPWY	3.94884125398676e-12
Cage	Cage	0.00453458059650003	0.00733551560732696	0.618167943364572	P	0.1	0.00439615966100585	FUCCATPWY	0.5145605607192
Cohort	Cohort	0.0236343697853906	0.0146276559680087	1.61573186005194	P	0	0.0229129157267651	FUCCATPWY	0.0021776102288229
Diet	Diet.5mo.as.AL	0.0557946111766519	0.0411063253436706	1.35732422468269	P	0.1	0.0540914454460511	FUCCATPWY	6.66133814775094e-16
Genetics	vm(Mouse, kinship.mat.x2)	0.0431936881529533	0.0235831263444111	1.83155055534821	P	0	0.0418751735529062	FUCCATPWY	0.043547839590154
Mouse	ide(Mouse)	0.0444507724351136	0.0232338226117744	1.91319238241007	P	0.1	0.043093884543727	FUCCATPWY	0.0466633770785833
Residual	units!R	0.812074038816601	0.0252787032413547	32.124829785101	P	0	0.787284966100527	FUCCATPWY	NA
Age	Age	0.0531841386509795	0.0343898923656215	1.54650494644019	P	0.2	0.0511363399587548	FUCRHAMCATPWY	2.37164470251461e-06
Batch	Batch	0.0244950437316854	0.00873073671320195	2.80561017200826	P	0	0.0235518881256708	FUCRHAMCATPWY	6.94605891758959e-05
Cage	Cage	0.0252828718425988	0.00959546659833834	2.6348767497119	P	0	0.0243093817531057	FUCRHAMCATPWY	0.000934091486813782
Cohort	Cohort	8.57186176610862e-08	NA	NA	B	0	8.24181134581767e-08	FUCRHAMCATPWY	1
Diet	Diet.5mo.as.AL	0.0227403387215363	0.0183294978106393	1.24064166713486	P	0	0.0218647461656372	FUCRHAMCATPWY	1.655805587919e-05
Genetics	vm(Mouse, kinship.mat.x2)	0.0587192467347356	0.0240160101123062	2.44500424758928	P	0	0.0564583245928745	FUCRHAMCATPWY	0.00429440973092499
Mouse	ide(Mouse)	0.00854274282139461	0.0222715559775287	0.383571890083206	P	0	0.00821381359509903	FUCRHAMCATPWY	0.699608996443509
Residual	units!R	0.847081391413231	0.026171506824335	32.366550275416	P	0	0.814465423390745	FUCRHAMCATPWY	NA
Age	Age	0.0400488051096089	0.0272838462708133	1.46785774674485	P	0.2	0.0387945251622839	GALACTARDEGPWY	0.00169136662928082
Batch	Batch	0.02911036764426	0.00993536331157682	2.92997515353467	P	0	0.0281986662765032	GALACTARDEGPWY	3.86960657766666e-05
Cage	Cage	0.020163429834508	0.0092581021903644	2.17792258282628	P	0	0.0195319356952571	GALACTARDEGPWY	0.0070054884888886
Cohort	Cohort	0.00512553834613795	0.00656678883863822	0.780524312884843	P	0.1	0.00496501270875099	GALACTARDEGPWY	0.329136503279264
Diet	Diet.5mo.as.AL	0.00795425220997961	0.00778746821679741	1.02141697256914	P	0	0.00770513468910382	GALACTARDEGPWY	0.0230489610929548
Genetics	vm(Mouse, kinship.mat.x2)	0.0391975998090304	0.0240236101863518	1.63162819846699	P	0	0.0379699785781552	GALACTARDEGPWY	0.0871783867148564
