term.clean	term	component	std.error	z.ratio	bound	X.ch	PVE	feature	LRT.pval
Batch	Batch	0.0569385222545409	0.0124674697968008	4.56696692934053	P	0	0.0545019003712022	Adlercreutzia	0
Cage	Cage	0.0347800205028436	0.0115591829292995	3.00886496178596	P	0.1	0.0332916475050102	Adlercreutzia	5.28081593292873e-05
Cohort	Cohort	0.0882233722176637	0.04415675867072	1.99795852036041	P	0	0.0844479493430324	Adlercreutzia	5.34297267540396e-08
Diet	Diet.5mo.as.AL	0.063440986044675	0.0472221438902676	1.34345840358489	P	0	0.0607260983240912	Adlercreutzia	2.28039809258007e-13
Genetics	vm(Mouse, kinship.mat.x2)	0.133477625039691	0.0316664345861619	4.21511378796083	P	0	0.127765595832929	Adlercreutzia	1.85427503573976e-07
Mouse	ide(Mouse)	0.0487172694762741	0.0234203395848219	2.08012651993511	P	0.1	0.0466324671280198	Adlercreutzia	0.031354523019947
Residual	units!R	0.600074067223453	0.0188281208657171	31.871160776118	P	0	0.574394552794114	Adlercreutzia	NA
Age	Age	8.03515846555941e-08	NA	NA	B	0	7.83428742188452e-08	AF3328	0.999037677081674
Batch	Batch	0.0440351213395193	0.0113462726794031	3.88102089415288	P	0	0.0429342866988917	AF3328	2.05711225831351e-10
Cage	Cage	0.0413358952627914	0.0126170282801402	3.27619898640126	P	0	0.0403025386142247	AF3328	3.98287070091374e-06
Cohort	Cohort	0.00371915619446045	0.00775826540756722	0.479379861229402	P	0	0.0036261809545105	AF3328	0.592425106426132
Diet	Diet.5mo.as.AL	0.0311631047818004	0.0244315188363709	1.27552875408664	P	0	0.0303840578708401	AF3328	7.16523021915272e-07
Genetics	vm(Mouse, kinship.mat.x2)	0.0718834976733947	0.0279833925970903	2.56879137952949	P	0	0.0700864810666225	AF3328	0.00428993105761399
Mouse	ide(Mouse)	0.0394593890427132	0.0246328568373075	1.60190063634642	P	0	0.0384729432005114	AF3328	0.101387428116207
Residual	units!R	0.794043744399042	0.0247657780375878	32.0621360327908	P	0	0.774193433251525	AF3328	NA
Age	Age	0.00289541299609521	0.00443838329038745	0.652357583078962	P	0	0.00277369838100682	Akkermansia	0.349490281846293
Batch	Batch	0.0867411992628248	0.0168972941832248	5.13343724280656	P	0	0.083094855306084	Akkermansia	0
Cage	Cage	0.0212429580705905	0.00964327908470206	2.2028770384018	P	0	0.0203499668225759	Akkermansia	0.00565608468670342
Cohort	Cohort	0.0132783216329084	0.0123186394221022	1.07790488688908	P	0	0.0127201401891044	Akkermansia	0.112708260291037
Diet	Diet.5mo.as.AL	0.0671647467805189	0.0496286622350035	1.35334590447911	P	0	0.0643413390963905	Akkermansia	9.99200722162641e-16
Genetics	vm(Mouse, kinship.mat.x2)	0.109307534790956	0.0290840812295975	3.75832861722719	P	0	0.1047125687045	Akkermansia	1.6174021226778e-06
Mouse	ide(Mouse)	0.039086312769304	0.0232709903274175	1.67961535883813	P	0	0.0374432395633896	Akkermansia	0.0768701894783708
Residual	units!R	0.704165219047985	0.0219819285914806	32.0338234253429	P	0	0.674564191936949	Akkermansia	NA
Age	Age	0.215875854575702	0.112769375947802	1.914312753452	P	0	0.185106341341429	Alistipes	0
Batch	Batch	0.293734445632264	0.0423785678969887	6.9312027330951	P	0	0.25186748496634	Alistipes	0
Cage	Cage	0.0227444268047785	0.00840872694104566	2.70485972064995	P	0	0.0195025869846139	Alistipes	0.000609783730370794
Cohort	Cohort	0.180313491613865	0.0907319257764655	1.98732133227393	P	0	0.154612801847353	Alistipes	1.47663212990423e-07
Diet	Diet.5mo.as.AL	0.00602048342291881	0.00578235631707581	1.04118167279657	P	0	0.00516236362660199	Alistipes	0.0131310517967316
Genetics	vm(Mouse, kinship.mat.x2)	0.0928777360759485	0.0235396262090799	3.94559094740948	P	0	0.0796395592776441	Alistipes	3.51554301381007e-06
Mouse	ide(Mouse)	0.106851556815311	0.017858558576968	5.98321283068812	P	0	0.0916216442435996	Alistipes	1.25218724278398e-11
Residual	units!R	0.247808148427895	0.00791313688022012	31.3160447214458	P	0	0.212487217712418	Alistipes	NA
Age	Age	0.0250428178064159	0.0162680659003847	1.53938507255639	P	0	0.0248837479922347	AM0715	7.9712667551135e-06
Batch	Batch	0.0108147362083149	0.00587051045141348	1.84221394337368	P	0	0.0107460419386694	AM0715	0.0212714321274968
Cage	Cage	0.0333212936827803	0.0118386217186196	2.81462610046685	P	0.1	0.0331096397053657	AM0715	0.000442405715364247
Cohort	Cohort	6.82580698492675e-08	NA	NA	B	0	6.78245004893328e-08	AM0715	1
Diet	Diet.5mo.as.AL	0.0768177838945647	0.0567448166491893	1.3537409834183	P	0	0.0763298439708558	AM0715	6.66133814775094e-16
Genetics	vm(Mouse, kinship.mat.x2)	0.0779457463809843	0.0301348564480391	2.5865643831881	P	0.1	0.0774506417370549	AM0715	0.00429731134588884
Mouse	ide(Mouse)	0.107915853464151	0.0274939277040582	3.92507955304698	P	0.1	0.107230381290435	AM0715	2.77552309532192e-05
Residual	units!R	0.674534218595405	0.0210568857027604	32.0339022644255	P	0	0.670249635540884	AM0715	NA
Age	Age	0.0290777354218691	0.0188942769534594	1.538970530256	P	0	0.0281486396385054	Anaerotignum	6.97991161329181e-05
Batch	Batch	0.0366724752512868	0.0102953675861532	3.56203651248059	P	0	0.0355007113010635	Anaerotignum	2.55921043246232e-08
Cage	Cage	0.0314085143243575	0.0123186443865618	2.54967294604433	P	0	0.0304049451743841	Anaerotignum	0.00145347740225277
Cohort	Cohort	0.0445496512548454	0.0249567913473427	1.78507127117481	P	0	0.0431261946984567	Anaerotignum	9.15026705219368e-05
Diet	Diet.5mo.as.AL	6.90349140321414e-08	NA	NA	B	0	6.68291010071046e-08	Anaerotignum	0.999139856837719
Genetics	vm(Mouse, kinship.mat.x2)	0.0855930076842132	0.0323791537820189	2.6434603035162	P	0	0.0828581281837621	Anaerotignum	0.00169328146821868
Mouse	ide(Mouse)	0.12349423735719	0.028558584921288	4.32424217437804	P	0	0.119548332577	Anaerotignum	3.51031115042311e-06
Residual	units!R	0.682211083543716	0.0214422948688863	31.8161413092791	P	0	0.660412981597727	Anaerotignum	NA
Age	Age	0.0023299312842404	0.00326968514108136	0.712585825150686	P	0	0.00225945241682936	Anaerotruncus	0.2607656842504
Batch	Batch	0.0319406396448642	0.00939647205455959	3.39921615893756	P	0	0.0309744565982735	Anaerotruncus	8.78768688927778e-08
Cage	Cage	0.0224093560025248	0.0108393459727387	2.0674085003731	P	0	0.021731487929268	Anaerotruncus	0.0136445694525048
Cohort	Cohort	0.0132301693087085	0.0105519455898213	1.25381326089007	P	0	0.0128299655109222	Anaerotruncus	0.0519137183170498
Diet	Diet.5mo.as.AL	0.0644755669020366	0.0476996853301634	1.35169795053689	P	0	0.0625252240049404	Anaerotruncus	4.44089209850063e-16
Genetics	vm(Mouse, kinship.mat.x2)	0.0767350518781523	0.0307601425916902	2.49462601317336	P	0	0.0744138677369372	Anaerotruncus	0.00374779598767205
Mouse	ide(Mouse)	0.0966632413690182	0.0279211788234506	3.46200430792098	P	0	0.0937392427867211	Anaerotruncus	0.00039013476033023
Residual	units!R	0.723408941007225	0.0227017532127837	31.8657741640793	P	0	0.701526303016108	Anaerotruncus	NA
Age	Age	0.0162984113456885	0.0115486214328966	1.4112863115646	P	0.2	0.0160402404434223	AnaerovoracaceaeNOV	4.05064834697599e-05
Batch	Batch	0.0670009915142113	0.0147243083210952	4.55036596987176	P	0	0.0659396790914804	AnaerovoracaceaeNOV	0
Cage	Cage	0.0106655922768454	0.00845163811159911	1.2619556275378	P	0.1	0.0104966466340515	AnaerovoracaceaeNOV	0.165198442005389
Cohort	Cohort	0.0396790045022184	0.0224015768181454	1.77125944411548	P	0.1	0.0390504791707557	AnaerovoracaceaeNOV	0.000115246043406514
Diet	Diet.5mo.as.AL	0.00505404756408042	0.00556853917826044	0.907607435682847	P	0.2	0.00497399018965047	AnaerovoracaceaeNOV	0.0799893546701976
Genetics	vm(Mouse, kinship.mat.x2)	0.0380163357077452	0.0237933509757358	1.59777140035945	P	0	0.0374141474648328	AnaerovoracaceaeNOV	0.0756978201068511
Mouse	ide(Mouse)	0.0630650829754246	0.0237938728563389	2.65047574878604	P	0	0.0620661163259807	AnaerovoracaceaeNOV	0.00601774944040945
Residual	units!R	0.776315735627559	0.0242977942170946	31.950049814867	P	0	0.764018700679826	AnaerovoracaceaeNOV	NA
Age	Age	0.0449758898410914	0.0287139648429565	1.56634202511131	P	0	0.0449101661043834	Angelakisella	2.15616571264121e-08
Batch	Batch	0.0589135346259664	0.0135890748633112	4.33536022272021	P	0	0.0588274436636313	Angelakisella	1.02140518265514e-14
Cage	Cage	0.0111837612946204	0.00828069055231288	1.35058316984163	P	0	0.0111674183476475	Angelakisella	0.127285246804061
Cohort	Cohort	0.0168001104848111	0.0122611152413679	1.37019432197562	P	0	0.0167755603082149	Angelakisella	0.0212622104535521
Diet	Diet.5mo.as.AL	0.0301858597911079	0.023282644258325	1.296496199323	P	0	0.0301417488795012	Angelakisella	3.3084346373613e-08
Genetics	vm(Mouse, kinship.mat.x2)	0.0558185395505758	0.0251177150793863	2.22227775791538	P	0	0.0557369713368105	Angelakisella	0.0126959453719452
Mouse	ide(Mouse)	0.0604532883553177	0.0236432410878979	2.55689514523715	P	0	0.0603649473348057	Angelakisella	0.00782881895839849
Residual	units!R	0.72313246503497	0.022656241743762	31.9175825016994	P	0	0.722075744025006	Angelakisella	NA
Age	Age	0.156932670733598	0.0837287264578684	1.87429902940857	P	0.1	0.146173352399246	ASF356	0
Batch	Batch	0.0216203624599969	0.00698673624812422	3.0944867091271	P	0	0.0201380684218991	ASF356	2.9678254160892e-06
Cage	Cage	0.0206658166133901	0.00969798576359855	2.13093905447453	P	0	0.0192489663262994	ASF356	0.0104235022254501
Cohort	Cohort	6.05564404120424e-08	NA	NA	B	0	5.64046852896533e-08	ASF356	1
Diet	Diet.5mo.as.AL	0.0604429904895408	0.0449385395298169	1.34501457150019	P	0.1	0.0562990135042694	ASF356	4.32986979603811e-15
Genetics	vm(Mouse, kinship.mat.x2)	0.145033125081562	0.0332665860702755	4.35972374126939	P	0	0.135089640691193	ASF356	6.19668375501092e-08
Mouse	ide(Mouse)	0.0704857218895231	0.0249696391414061	2.82285705013011	P	0	0.0656532143161103	ASF356	0.00277428100308474
Residual	units!R	0.598425816968725	0.0187468534406832	31.9214005092749	P	0	0.557397687936298	ASF356	NA
Age	Age	0.192481242832959	0.113922191851204	1.68958514320337	P	0.5	0.160838627357995	Bacteroides	1.04526313160491e-08
Batch	Batch	0.0668881667315909	0.0144100947722945	4.64175758650756	P	0	0.0558922041714895	Bacteroides	0
Cage	Cage	0.037129781641072	0.0113447210556326	3.27286862841263	P	0	0.0310258964736356	Bacteroides	4.42651303811381e-06
Cohort	Cohort	0.0137495668886637	0.012737497416209	1.07945591189418	P	0.1	0.0114892310159218	Bacteroides	0.136069980144897
Diet	Diet.5mo.as.AL	0.0589506560680831	0.0442464836971353	1.33232408865746	P	0	0.0492595666169514	Bacteroides	2.52742271555917e-12
Genetics	vm(Mouse, kinship.mat.x2)	0.097673273988344	0.0271111987972112	3.60269107681033	P	0	0.0816164478503493	Bacteroides	5.6545328204205e-06
Mouse	ide(Mouse)	0.0177101101712779	0.0218040489569909	0.812239515982174	P	0.1	0.0147986877494302	Bacteroides	0.407247907960573
Residual	units!R	0.712152376522133	0.0221941457658919	32.087397462108	P	0	0.595079338764227	Bacteroides	NA
Age	Age	0.607460399408572	0.308628850284029	1.96825539430138	P	0.8	0.445483343560854	Bifidobacterium	0
Batch	Batch	0.0731356566593372	0.0135769025064778	5.38677040837868	P	0	0.0536343058639559	Bifidobacterium	0
Cage	Cage	0.068130007573081	0.0138005138212704	4.93677325753436	P	0	0.0499633944863438	Bifidobacterium	0
Cohort	Cohort	0.0250252712204609	0.0184751047322593	1.35454015460948	P	0.1	0.0183523757394922	Bifidobacterium	0.0312762657625697
Diet	Diet.5mo.as.AL	0.0738479658979145	0.0546414377756459	1.3515011482884	P	0	0.0541566804937419	Bifidobacterium	0
Genetics	vm(Mouse, kinship.mat.x2)	0.0678765432341879	0.0191214720347863	3.54975511878505	P	0	0.0497775154705701	Bifidobacterium	5.41315674584819e-06
Mouse	ide(Mouse)	0.0334419755147029	0.0148298637199345	2.25504267242522	P	0	0.0245247971424552	Bifidobacterium	0.0155428707569814
Residual	units!R	0.414680636391345	0.0129441646885131	32.036106335957	P	0	0.304107587242587	Bifidobacterium	NA
Age	Age	0.0312246990940515	0.02118305678743	1.47404123056405	P	0.1	0.0295954754787306	BorkfalkiaceaeNOV	1.3426867839228e-05
Batch	Batch	0.038027004414992	0.0100999205046095	3.76507957638249	P	0	0.0360428541938416	BorkfalkiaceaeNOV	4.26080282167618e-10
Cage	Cage	0.0469753076276552	0.014544124489155	3.22984774110555	P	0	0.0445242582102239	BorkfalkiaceaeNOV	1.16210425402663e-05
Cohort	Cohort	6.4878780995202e-08	NA	NA	B	0	6.14935748860179e-08	BorkfalkiaceaeNOV	1
Diet	Diet.5mo.as.AL	0.0628520079599502	0.0473592048028196	1.32713393777693	P	0	0.0595725535981884	BorkfalkiaceaeNOV	4.47173409412471e-11
Genetics	vm(Mouse, kinship.mat.x2)	0.0819372159299721	0.0331679860748545	2.47037054782445	P	0	0.0776619450373795	BorkfalkiaceaeNOV	0.00438585818709158
Mouse	ide(Mouse)	0.152893761656334	0.0297146422144966	5.14540140018052	P	0	0.144916162692916	BorkfalkiaceaeNOV	1.16089055035573e-08
Residual	units!R	0.641139691448375	0.0201968143608399	31.7445949640205	P	0	0.607686689295145	BorkfalkiaceaeNOV	NA
Age	Age	0.0250972129384932	0.0190970639114537	1.31419222634747	P	0.7	0.0242010783822787	ButyricicoccaceaeNOV	0.000142573832023873
Batch	Batch	0.0144652340345963	0.00725035437611177	1.99510717465837	P	0	0.0139487306238829	ButyricicoccaceaeNOV	0.0137446383959973
Cage	Cage	0.0148505646663533	0.00924795684457618	1.6058211468691	P	0	0.0143203024332746	ButyricicoccaceaeNOV	0.0735968940585534
Cohort	Cohort	0.0196056209238252	0.0121579409355614	1.61257741156479	P	0	0.0189055720997211	ButyricicoccaceaeNOV	0.00204111172987298
Diet	Diet.5mo.as.AL	0.0291378028273649	0.0226540330839066	1.28620818727701	P	0.1	0.028097392799775	ButyricicoccaceaeNOV	3.60994813153326e-07
Genetics	vm(Mouse, kinship.mat.x2)	0.0909697537076205	0.0288191600220372	3.15657200411319	P	0	0.0877215388533453	ButyricicoccaceaeNOV	0.000145063448901195
Mouse	ide(Mouse)	0.0362298955525069	0.0248826098550894	1.45603277805268	P	0	0.0349362514553631	ButyricicoccaceaeNOV	0.134540284290004
Residual	units!R	0.806672618866465	0.0252140796248148	31.9929432630397	P	0	0.77786913335236	ButyricicoccaceaeNOV	NA
Age	Age	0.0335491315672303	0.0235230358099996	1.42622456719505	P	0.7	0.0295259962979346	CAG115	8.97525995567916e-05
Batch	Batch	0.210019166614824	0.0340449069388553	6.16888649430055	P	0.2	0.184834147600457	CAG115	0
Cage	Cage	0.0525764509943904	0.0130176202119726	4.0388680986433	P	0.1	0.0462716030162526	CAG115	8.38409786041439e-10
Cohort	Cohort	0.185763078220028	0.0906171935650488	2.04997606868811	P	0.2	0.163486793952512	CAG115	1.76296754972327e-11
Diet	Diet.5mo.as.AL	0.0209089411527697	0.0173439769694909	1.20554479457334	P	0.2	0.018401588662087	CAG115	0.00016432681585743
Genetics	vm(Mouse, kinship.mat.x2)	0.0817755802605468	0.0243573984897863	3.35731996562923	P	0	0.0719692393585761	CAG115	0.00016728747273842
Mouse	ide(Mouse)	0.0400371937392458	0.0197439539559611	2.02782045726752	P	0	0.035236024865673	CAG115	0.0482454422496624
Residual	units!R	0.511627850044934	0.0161435111918922	31.6924765599872	P	0	0.450274606246509	CAG115	NA
Age	Age	0.037397320591635	0.0234926318843901	1.59187445560257	P	0.2	0.0354397611799608	CAG145	0.000120367396659327
Batch	Batch	0.0115744795617954	0.00662424247638716	1.7472910454371	P	0.2	0.010968614461222	CAG145	0.0464158105341537
Cage	Cage	0.00774282332608769	0.00966314560023424	0.801273585891121	P	0	0.00733752592950619	CAG145	0.393984145309456
Cohort	Cohort	0.0433582737670094	0.0224535530599908	1.93102061180099	P	0	0.0410886887929045	CAG145	1.29763444423059e-06
Diet	Diet.5mo.as.AL	0.00764326846672775	0.00751864388731361	1.01657540658687	P	0	0.0072431822603822	CAG145	0.0261201949994279
Genetics	vm(Mouse, kinship.mat.x2)	0.123474694993235	0.0357200612855199	3.45673245088438	P	0	0.117011423093973	CAG145	1.83340143965482e-05
Mouse	ide(Mouse)	0.123144213007712	0.0295106554693229	4.17287285047679	P	0	0.116698240158513	CAG145	3.0549593247331e-06
Residual	units!R	0.700901173554335	0.021924285918248	31.9691677151027	P	0	0.664212564123538	CAG145	NA
Age	Age	0.0838548558810306	0.0480125632809337	1.74651903899349	P	0	0.0792584216229872	CAG273	6.85118628496184e-13
Batch	Batch	0.0444260627842231	0.0116046948706502	3.82828357655336	P	0	0.0419908850621231	CAG273	1.20254584068391e-10
Cage	Cage	0.0522743844907329	0.0139981739245446	3.73437169537338	P	0	0.0494090075347195	CAG273	2.07754526915238e-08
Cohort	Cohort	0.00492445203594663	0.00873215695668389	0.563944516844407	P	0	0.00465452228885804	CAG273	0.510469998369628
Diet	Diet.5mo.as.AL	7.56280740556309e-08	NA	NA	B	0	7.14825840084912e-08	CAG273	1
Genetics	vm(Mouse, kinship.mat.x2)	0.0305934092358955	0.0251636377845015	1.21577847757522	P	0	0.0289164569258025	CAG273	0.207199913165953
Mouse	ide(Mouse)	0.094554306718701	0.0260512725614561	3.62954656037026	P	0	0.0893713909521534	CAG273	0.000101373500704272
Residual	units!R	0.747365460957842	0.0233287447750232	32.0362483350586	P	0	0.706399244130772	CAG273	NA
Age	Age	0.0200151013572452	0.0154655774444982	1.29417096963071	P	0.3	0.0198662839258723	CAG274NOV	0.00208973302464599
Batch	Batch	0.050404527806699	0.0114988381130673	4.38344529343528	P	0	0.0500297571660776	CAG274NOV	1.08801856413265e-14
Cage	Cage	0.0400962869187969	0.0119647403097116	3.35120411148843	P	0	0.039798160702979	CAG274NOV	3.96275512748456e-06
Cohort	Cohort	6.26195763225063e-08	NA	NA	B	0	6.21539836514704e-08	CAG274NOV	1
Diet	Diet.5mo.as.AL	0.154964420440236	0.111970953495511	1.38396982076649	P	0	0.153812220079494	CAG274NOV	0
Genetics	vm(Mouse, kinship.mat.x2)	0.0070513637329793	0.0199239404993466	0.353914113185117	P	0	0.00699893502828838	CAG274NOV	0.714336899476763
Mouse	ide(Mouse)	0.116145224741049	0.0226938652827533	5.11791284974784	P	0	0.115281655094127	CAG274NOV	1.16004787997781e-08
Residual	units!R	0.618813967004231	0.0193545882459261	31.972468705682	P	0	0.614212925849178	CAG274NOV	NA
Age	Age	0.0610995467795647	0.0407379515111172	1.49981883018568	P	0.3	0.0573983883619448	CAG303	4.27443588801868e-06
Batch	Batch	0.0600962632237559	0.0135059272535893	4.4496214214233	P	0	0.0564558795839136	CAG303	0
Cage	Cage	0.0534962837639452	0.0144031589047782	3.71420492668439	P	0	0.0502556996450703	CAG303	2.29436440957187e-08
Cohort	Cohort	0.00399594088613438	0.00902164160993462	0.442928355936248	P	0.2	0.00375388327643744	CAG303	0.620924340816402
Diet	Diet.5mo.as.AL	0.0540986531140983	0.0413034643605346	1.30978488007387	P	0	0.0508215799456585	CAG303	4.72915318017186e-09
Genetics	vm(Mouse, kinship.mat.x2)	0.0445428610651272	0.0251467290331326	1.77131828980377	P	0	0.0418446383471936	CAG303	0.0453340240938308
Mouse	ide(Mouse)	0.0965118522728274	0.0252182961601573	3.82705681858506	P	0	0.0906655625167283	CAG303	2.49392228411915e-05
Residual	units!R	0.690640521179212	0.0217926008358044	31.69151430721	P	0	0.648804368323053	CAG303	NA
Age	Age	0.0210148183560221	0.0152421008788674	1.37873502629538	P	0.1	0.020751307271935	CAG41	0.00179432662244561
Batch	Batch	0.0970092970011582	0.0180168483023047	5.38436553238609	P	0	0.0957928684512547	CAG41	0
Cage	Cage	0.120133754507816	0.0216546703535023	5.54770645531375	P	0	0.118627361478407	CAG41	0
Cohort	Cohort	0.00190706692240506	0.0112397024928773	0.169672366649704	P	0.1	0.00188315364066092	CAG41	0.856186953291555
Diet	Diet.5mo.as.AL	0.101427551472239	0.0755065274879689	1.34329514078634	P	0	0.100155721109875	CAG41	1.14719345134517e-12
Genetics	vm(Mouse, kinship.mat.x2)	2.000058774082e-07	NA	NA	B	0	1.9749794397348e-07	CAG41	1
Mouse	ide(Mouse)	0.0440256674677112	0.0129927175503987	3.38848799698261	P	0	0.0434736164737159	CAG41	0.000860177553893227
Residual	units!R	0.627180173599593	0.0195601063727396	32.0642516787985	P	0	0.619315774076207	CAG41	NA
Age	Age	0.0706546988804645	0.0413260712160746	1.70968826218791	P	0.1	0.06697238625101	CAG475	1.66533453693773e-15
Batch	Batch	0.0187168020055511	0.00665866055738394	2.8108959518586	P	0	0.0177413379882938	CAG475	1.35874826163729e-05
Cage	Cage	0.0274962906005188	0.0128461446263721	2.14043134342978	P	0	0.0260632657664205	CAG475	0.011000922077551
Cohort	Cohort	0.0117363262605223	0.0104472633781633	1.12338761220985	P	0.1	0.0111246638644284	CAG475	0.115883450715118
Diet	Diet.5mo.as.AL	0.0271897374261675	0.0217756956186417	1.248627731685	P	0	0.0257726892311803	CAG475	1.98773175493772e-05
Genetics	vm(Mouse, kinship.mat.x2)	0.136969422518108	0.038184446589913	3.58704746959172	P	0	0.129830983852608	CAG475	7.95074387682781e-06
Mouse	ide(Mouse)	0.157764180905985	0.0314195666323023	5.02120805013867	P	0	0.149541981320809	CAG475	2.2329899262985e-08
Residual	units!R	0.604455092205835	0.0190256168127278	31.7705911012285	P	0	0.572952691725249	CAG475	NA
Age	Age	0.0228897158946396	0.0152877242605744	1.49726116879738	P	0	0.022584581449729	CAG485	9.99926123190775e-06
Batch	Batch	0.0589061545646094	0.0127514126124705	4.61957873647669	P	0	0.058120898126407	CAG485	0
Cage	Cage	8.55441397113832e-08	NA	NA	B	93.7	8.44037820194688e-08	CAG485	1
Cohort	Cohort	0.0234183207436138	0.0151057636954882	1.55029041998112	P	0	0.0231061396604701	CAG485	0.00553548158074324
Diet	Diet.5mo.as.AL	0.0887790990400028	0.0644999998603058	1.37642014313613	P	0	0.0875956172864534	CAG485	0
Genetics	vm(Mouse, kinship.mat.x2)	0.0844304763927481	0.0278205874620892	3.03482004137405	P	0	0.0833049645399045	CAG485	0.000214431976286122
Mouse	ide(Mouse)	0.0936731711043418	0.0244681045897123	3.82837872712572	P	0	0.0924244482630665	CAG485	1.71400374521236e-05
Residual	units!R	0.64141371835129	0.0201512129551758	31.8300302705373	P	0	0.632863266270188	CAG485	NA
Age	Age	0.115669381867767	0.0689086736791144	1.67858958374967	P	0.4	0.102135717803345	CAG510	3.31619132154515e-09
Batch	Batch	0.227241136463063	0.035045131619745	6.48424263115142	P	0.1	0.200653242995938	CAG510	0
Cage	Cage	0.0980106295003161	0.0170232302374991	5.75746366188576	P	0.1	0.086543092344147	CAG510	0
Cohort	Cohort	0.170339576669819	0.0865301756997604	1.968556925862	P	0.1	0.150409336097076	CAG510	1.46659411837113e-07
Diet	Diet.5mo.as.AL	0.0598444498463104	0.0451151679249513	1.32648181529239	P	0	0.0528424700028808	CAG510	2.3617774402851e-12
Genetics	vm(Mouse, kinship.mat.x2)	0.0262313780231277	0.0087605446298692	2.9942633855995	P	0	0.0231622282414016	CAG510	0.00410694743045426
Mouse	ide(Mouse)	1.79968484924046e-08	NA	NA	B	NA	1.58911633250634e-08	CAG510	1
Residual	units!R	0.435170101691187	0.012819356517901	33.9463296058203	P	0	0.384253896624047	CAG510	NA
Age	Age	0.0474447287069466	0.0271693724117434	1.74625780779682	P	0	0.0455440701413967	CAG552NOV	2.8421709430404e-14
Batch	Batch	0.0201831106502638	0.00735856589083352	2.74280490922908	P	0.1	0.0193745655667033	CAG552NOV	0.000156905708920241
Cage	Cage	0.027588556198637	0.0129809932794008	2.12530394283591	P	0	0.0264833454180257	CAG552NOV	0.0102799447242325
Cohort	Cohort	0.00370953400594108	0.00704611719062687	0.526464988529527	P	0	0.00356092829620798	CAG552NOV	0.542099391838802
Diet	Diet.5mo.as.AL	0.00112224877869119	0.00332954822868588	0.33705737283587	P	0.3	0.00107729095488167	CAG552NOV	0.684541913712372
Genetics	vm(Mouse, kinship.mat.x2)	0.154545550570975	0.0426633852940571	3.62243993311292	P	0.1	0.148354381763273	CAG552NOV	2.1694342856371e-05
Mouse	ide(Mouse)	0.165659303707341	0.0341280888243615	4.85404572637801	P	0	0.159022912623746	CAG552NOV	1.78782349591344e-07
Residual	units!R	0.621479262269409	0.0196420760325109	31.6402024531804	P	0	0.596582505235766	CAG552NOV	NA
Age	Age	2.81422943986335e-07	NA	NA	B	0	2.68977886788518e-07	CAG56	1
Batch	Batch	0.0601910472606306	0.0132193592621641	4.55324997731978	P	0	0.0575292848067797	CAG56	0
Cage	Cage	0.0299187053959087	0.0118408981231584	2.52672602067183	P	0	0.0285956434072076	CAG56	0.00133093543694662
Cohort	Cohort	0.00683587077941827	0.00929980606818061	0.735055196775262	P	0	0.00653357558755619	CAG56	0.359520571138001
Diet	Diet.5mo.as.AL	0.0790808991150927	0.0583045351415073	1.3563421597164	P	0	0.0755837915274831	CAG56	1.11022302462516e-15
