fixef	feature	fixef.value	solution	std.error	z.ratio	Df	Wald(inc)	Pr(chisq)(inc)	Wald(con)	Pr(chisq)(con)	Margin
(Intercept)	Desulfovibrio	NA	-0.0864921139330884	0.280504779737588	-0.308344528082558	1	0.002109	0.963370944667404	0.002109	0.963370944667404	 
(Intercept)	Dorea	NA	0.249772539811366	0.312077483589237	0.800354248370325	1	0.004227	0.948161752468436	0.004227	0.948161752468436	 
(Intercept)	Dubosiella	NA	0.123651915893576	0.268912935763215	0.459821375058189	1	0.0563	0.81244251656573	0.0563	0.81244251656573	 
(Intercept)	Duncaniella	NA	-0.548604318178424	0.309026046245408	-1.77526886436866	1	0.005132	0.942890015031162	0.005132	0.942890015031162	 
(Intercept)	Emergencia	NA	0.201210076667613	0.271386867203257	0.741414198635173	1	0.04686	0.828620076743081	0.04686	0.828620076743081	 
(Intercept)	EnterococcusD	NA	-0.168090053963667	0.132006439680746	-1.27334737888687	1	7.893e-07	0.999291139044575	7.893e-07	0.999291139044575	 
(Intercept)	ErysipelatoclostridiaceaeNOV	NA	-0.219875909295234	0.325448486843288	-0.675608946374084	1	0.008472	0.926663503688181	0.008472	0.926663503688181	 
(Intercept)	Erysipelatoclostridium	NA	-0.460714366886999	0.147018937045148	-3.13370764437997	1	0.4113	0.52131041315711	0.4113	0.52131041315711	 
(Intercept)	ErysipelotrichaceaeNOV	NA	-0.160867149902423	0.246989063223378	-0.651312846824046	1	0.0002175	0.988233319826673	0.0002175	0.988233319826673	 
(Intercept)	Escherichia	NA	-0.39006944838448	0.133210230048194	-2.92822441822491	1	0.1008	0.750871706778346	0.1008	0.750871706778346	 
(Intercept)	EubacteriumF	NA	0.0940336409985282	0.285189342673912	0.329723544775119	1	0.03358	0.854603068402369	0.03358	0.854603068402369	 
(Intercept)	EubacteriumG	NA	0.271264307329777	0.247424655491417	1.09635115704622	1	0.02063	0.88579148657666	0.02063	0.88579148657666	 
(Intercept)	EubacteriumJ	NA	0.372925209821502	0.128523448265994	2.90161223382127	1	0.06872	0.793209656012442	0.06872	0.793209656012442	 
(Intercept)	Evtepia	NA	0.31675210740583	0.284681726365872	1.11265345847573	1	0.004834	0.944570163103186	0.004834	0.944570163103186	 
(Intercept)	Flavonifractor	NA	0.279070466123236	0.227324400370387	1.22763093477223	1	0.00608	0.937848452805976	0.00608	0.937848452805976	 
(Intercept)	HungatellaA	NA	0.0733770648230902	0.294547607195487	0.249117843875034	1	0.0007022	0.978859286070578	0.0007022	0.978859286070578	 
(Intercept)	Ileibacterium	NA	-0.394778913442871	0.271764417046028	-1.4526512254031	1	0.02476	0.874966568883261	0.02476	0.874966568883261	 
(Intercept)	Kineothrix	NA	-0.41252359943111	0.284085345805144	-1.45211150635719	1	0.0002549	0.987261844996886	0.0002549	0.987261844996886	 
(Intercept)	Lachnospira	NA	0.164465526679954	0.167135624882117	0.984024362226508	1	0.001932	0.964940655029696	0.001932	0.964940655029696	 
(Intercept)	LachnospiraceaeNOV	NA	0.196949087130113	0.260415725477407	0.756287227927793	1	0.002994	0.956363562254522	0.002994	0.956363562254522	 
(Intercept)	Lactobacillus	NA	-0.453795157034944	0.294382884621933	-1.54151338525587	1	0.02069	0.885626666537999	0.02069	0.885626666537999	 
(Intercept)	Lawsonibacter	NA	0.280037134734609	0.265561319078573	1.05451025663776	1	0.001248	0.971818959218581	0.001248	0.971818959218581	 
(Intercept)	Ligilactobacillus	NA	-0.553767641433263	0.230314485196901	-2.40439779964267	1	0.4619	0.496737341884976	0.4619	0.496737341884976	 
(Intercept)	Limosilactobacillus	NA	-0.463839239908495	0.244798214427497	-1.89478195743079	1	0.1015	0.750036947192554	0.1015	0.750036947192554	 
(Intercept)	Mailhella	NA	-0.176769049271368	0.267807907949463	-0.660059109623923	1	0.02645	0.870806174560504	0.02645	0.870806174560504	 
(Intercept)	MarseilleP3106	NA	-0.170730707620827	0.132307549547008	-1.29040790344445	1	0.0005883	0.980649289984	0.0005883	0.980649289984	 
(Intercept)	MuribaculaceaeNOV	NA	-0.263046828417241	0.284660504495667	-0.924072093820254	1	0.1063	0.74439650680597	0.1063	0.74439650680597	 
(Intercept)	Muribaculum	NA	-0.271623646786641	0.266338070302336	-1.01984536599783	1	0.04365	0.834506144235233	0.04365	0.834506144235233	 
(Intercept)	Oscillibacter	NA	0.223868139689702	0.22443324707215	0.997482069212917	1	0.0001276	0.990987274110449	0.0001276	0.990987274110449	 
(Intercept)	OscillospiraceaeNOV	NA	0.314850678558293	0.218309692979018	1.44222033507488	1	0.005189	0.942574281938608	0.005189	0.942574281938608	 
(Intercept)	Paramuribaculum	NA	-0.705184693740798	0.288711424170008	-2.44252438492198	1	0.01409	0.905512001980549	0.01409	0.905512001980549	 
(Intercept)	Parvibacter	NA	-0.459952616581789	0.353323190372569	-1.30179005826587	1	0.01387	0.906249136645544	0.01387	0.906249136645544	 
(Intercept)	PCoA1	NA	-0.677997796071209	0.320425521733829	-2.1159294440797	1	0.0001452	0.990385806474836	0.0001452	0.990385806474836	 
(Intercept)	PCoA2	NA	-0.450925230737683	0.290278094833694	-1.55342493547792	1	0.01112	0.916017623658166	0.01112	0.916017623658166	 
(Intercept)	PCoA3	NA	-0.00570090621973792	0.19915401629815	-0.0286256151179155	1	0.04789	0.826776369544276	0.04789	0.826776369544276	 
(Intercept)	Prevotella	NA	-0.400137595346276	0.32827207967111	-1.21892058486109	1	0.01198	0.912843050502063	0.01198	0.912843050502063	 
(Intercept)	Romboutsia	NA	-0.212938133521157	0.24004476231659	-0.887076774623883	1	0.05527	0.814134436536625	0.05527	0.814134436536625	 
(Intercept)	Roseburia	NA	0.371125238530866	0.153538261854472	2.4171514907641	1	0.0002969	0.986252501835478	0.0002969	0.986252501835478	 
(Intercept)	RuminiclostridiumE	NA	0.260907686547199	0.197212158869392	1.32297971911555	1	0.0509	0.821504542014674	0.0509	0.821504542014674	 
(Intercept)	Schaedlerella	NA	0.472209545617773	0.287376767055169	1.64317230810492	1	0.004447	0.946831814760669	0.004447	0.946831814760669	 
(Intercept)	Shannon	NA	-0.0971599737877066	0.121934908517992	-0.796818359636281	1	0.0007886	0.977596732211115	0.0007886	0.977596732211115	 
(Intercept)	Simpson	NA	-0.213532732036144	0.203193063494806	-1.05088593263717	1	0.004366	0.947317545890417	0.004366	0.947317545890417	 
(Intercept)	Staphylococcus	NA	0.0787957807835236	0.190789632784579	0.41299823073978	1	0.011	0.916470327009363	0.011	0.916470327009363	 
(Intercept)	TF0111	NA	0.417200370281372	0.215681662667633	1.93433398612232	1	0.01335	0.908015373605341	0.01335	0.908015373605341	 
(Intercept)	Turicibacter	NA	0.274784948256723	0.22083775056449	1.24428431078626	1	0.001757	0.9665651960319	0.001757	0.9665651960319	 
(Intercept)	UBA11940	NA	0.319139557962766	0.24801579765399	1.28677108870299	1	0.0002209	0.988141713730685	0.0002209	0.988141713730685	 
(Intercept)	UBA11957	NA	0.715813471192906	0.236270106677253	3.02964044524987	1	0.02018	0.88703551436721	0.02018	0.88703551436721	 
(Intercept)	UBA1394	NA	-0.155726012034466	0.332677387027035	-0.468099179887483	1	0.004681	0.945453025668899	0.004681	0.945453025668899	 
(Intercept)	UBA1405	NA	0.341060041272651	0.239069958708182	1.42661187175324	1	0.000486	0.98241173423256	0.000486	0.98241173423256	 
(Intercept)	UBA2882	NA	0.179431846742995	0.263175290914411	0.681795947178603	1	0.01889	0.890682307105263	0.01889	0.890682307105263	 
(Intercept)	UBA3282	NA	0.185730445488229	0.253602737133393	0.732367669164926	1	0.006207	0.937204020008325	0.006207	0.937204020008325	 
(Intercept)	UBA3700	NA	-0.117489977263043	0.271877418284057	-0.432143198962886	1	0.01489	0.902879545621183	0.01489	0.902879545621183	 
(Intercept)	UBA3700NOV	NA	-0.476810241920034	0.106055479239057	-4.4958567472527	1	0.0006917	0.979017903276284	0.0006917	0.979017903276284	 
(Intercept)	UBA3818	NA	0.534718665961714	0.11804559512897	4.52976382030615	1	0.6984	0.403321840230394	0.6984	0.403321840230394	 
(Intercept)	UBA7160	NA	-0.0610103714158499	0.23366421413323	-0.261102760823543	1	0.01001	0.920304640209254	0.01001	0.920304640209254	 
(Intercept)	UBA7173	NA	-0.464426572117684	0.298689132395167	-1.5548827250375	1	0.011	0.916470327009363	0.011	0.916470327009363	 
(Intercept)	UBA7182	NA	0.478791625972674	0.217360203399428	2.20275661544552	1	0.007601	0.93052548434549	0.007601	0.93052548434549	 
(Intercept)	UBA946	NA	-0.0232289013603858	0.220754144504849	-0.105225210663601	1	0.02294	0.879613204822848	0.02294	0.879613204822848	 
(Intercept)	UBA9475	NA	0.311704777506807	0.330497401461747	0.943138360931665	1	0.001617	0.96792415976215	0.001617	0.96792415976215	 
(Intercept)	UBA9502	NA	0.351690489889229	0.280712571519193	1.25284909039132	1	0.003836	0.950614236445578	0.003836	0.950614236445578	 
(Intercept)	UMGS1004	NA	-0.292876836971058	0.149960842614263	-1.95302208140035	1	0.00835	0.927191976350137	0.00835	0.927191976350137	 
(Intercept)	UMGS1217	NA	0.142594812347095	0.20368774800444	0.700065731710022	1	5.254e-05	0.99421662580656	5.254e-05	0.99421662580656	 
(Intercept)	UMGS1370	NA	0.609003469168881	0.200266996919227	3.04095771413853	1	0.0003243	0.985632206989368	0.0003243	0.985632206989368	 
(Intercept)	UMGS1815	NA	-0.86251998420093	0.236309419897467	-3.64996022831071	1	0.1572	0.691747601815087	0.1572	0.691747601815087	 
(Intercept)	UMGS1872	NA	0.176534052362696	0.305969376041558	0.576966409666824	1	0.01078	0.917306814889509	0.01078	0.917306814889509	 
(Intercept)	UMGS268	NA	0.174094749020356	0.139697761358827	1.24622432977417	1	0.3061	0.580083300315025	0.3061	0.580083300315025	 
(Intercept)	uniq	NA	-0.608794431430068	0.125287889723352	-4.85916422388744	1	0.5823	0.445412203897738	0.5823	0.445412203897738	 
(Intercept)	X142	NA	0.250943980630432	0.248290157166864	1.01068839576184	1	0.004235	0.948112790390729	0.004235	0.948112790390729	 
(Intercept)	X1XD4269	NA	-0.125459049679313	0.23306120055441	-0.538309462840098	1	0.01664	0.89736071582665	0.01664	0.89736071582665	 
(Intercept)	X1XD876	NA	0.141619169375962	0.232894744980551	0.608082287935646	1	0.0003878	0.984288563493154	0.0003878	0.984288563493154	 
Diet.5mo.as.AL	Acetatifactor	AL	0	NA	NA	4	5.756	0.218126427162932	5.756	0.218126427162932	A
Diet.5mo.as.AL	Acetatifactor	1D	-0.156931841588648	0.176781041150597	-0.887718731416225	4	5.756	0.218126427162932	5.756	0.218126427162932	A
Diet.5mo.as.AL	Acetatifactor	2D	0.123352346227913	0.178356219603785	0.691606642605105	4	5.756	0.218126427162932	5.756	0.218126427162932	A
Diet.5mo.as.AL	Acetatifactor	20	-0.218801358771933	0.157723719099892	-1.38724448054232	4	5.756	0.218126427162932	5.756	0.218126427162932	A
Diet.5mo.as.AL	Acetatifactor	40	0.0116892948120003	0.175759152292649	0.0665074601209783	4	5.756	0.218126427162932	5.756	0.218126427162932	A
Diet.5mo.as.AL	Acutalibacter	AL	0	NA	NA	4	60.04	2.84527956750935e-12	60.04	2.84527956750935e-12	A
Diet.5mo.as.AL	Acutalibacter	1D	-0.441195735726072	0.149126192639333	-2.95853952895532	4	60.04	2.84527956750935e-12	60.04	2.84527956750935e-12	A
Diet.5mo.as.AL	Acutalibacter	2D	-0.422904317324418	0.147200978895286	-2.87297218060798	4	60.04	2.84527956750935e-12	60.04	2.84527956750935e-12	A
Diet.5mo.as.AL	Acutalibacter	20	-0.653049753413509	0.143726059889619	-4.54371151560858	4	60.04	2.84527956750935e-12	60.04	2.84527956750935e-12	A
Diet.5mo.as.AL	Acutalibacter	40	-1.15375211314091	0.152891345573404	-7.54622250732292	4	60.04	2.84527956750935e-12	60.04	2.84527956750935e-12	A
Diet.5mo.as.AL	Adlercreutzia	AL	0	NA	NA	4	25.12	4.7590579904e-05	25.12	4.7590579904e-05	A
Diet.5mo.as.AL	Adlercreutzia	1D	0.225046275124717	0.176778059223173	1.2730441555567	4	25.12	4.7590579904e-05	25.12	4.7590579904e-05	A
Diet.5mo.as.AL	Adlercreutzia	2D	0.516329052484162	0.177879649621928	2.9026875956951	4	25.12	4.7590579904e-05	25.12	4.7590579904e-05	A
Diet.5mo.as.AL	Adlercreutzia	20	0.720881680862056	0.159029815433	4.53299702888587	4	25.12	4.7590579904e-05	25.12	4.7590579904e-05	A
Diet.5mo.as.AL	Adlercreutzia	40	0.523317039257053	0.175587217958037	2.9803823156542	4	25.12	4.7590579904e-05	25.12	4.7590579904e-05	A
Diet.5mo.as.AL	AF3328	AL	0	NA	NA	4	0.874	0.928260946937067	0.874	0.928260946937067	A
Diet.5mo.as.AL	AF3328	1D	0.0966677371566431	0.178083283207881	0.542823197188028	4	0.874	0.928260946937067	0.874	0.928260946937067	A
Diet.5mo.as.AL	AF3328	2D	-0.0170032480350266	0.176805325525319	-0.0961693206044958	4	0.874	0.928260946937067	0.874	0.928260946937067	A
Diet.5mo.as.AL	AF3328	20	0.0634751937630606	0.173697082045408	0.365436154802341	4	0.874	0.928260946937067	0.874	0.928260946937067	A
Diet.5mo.as.AL	AF3328	40	0.12319237636989	0.183133205031894	0.67269273394978	4	0.874	0.928260946937067	0.874	0.928260946937067	A
Diet.5mo.as.AL	Akkermansia	AL	0	NA	NA	4	36.1	2.75981252739754e-07	36.1	2.75981252739754e-07	A
Diet.5mo.as.AL	Akkermansia	1D	0.568387875511812	0.185175717075046	3.06945146204815	4	36.1	2.75981252739754e-07	36.1	2.75981252739754e-07	A
Diet.5mo.as.AL	Akkermansia	2D	1.07844634754498	0.190342356911382	5.66582428128213	4	36.1	2.75981252739754e-07	36.1	2.75981252739754e-07	A
Diet.5mo.as.AL	Akkermansia	20	0.159277907502113	0.160860965853504	0.990158840940734	4	36.1	2.75981252739754e-07	36.1	2.75981252739754e-07	A
Diet.5mo.as.AL	Akkermansia	40	0.533326730468807	0.18102323720311	2.94617828467186	4	36.1	2.75981252739754e-07	36.1	2.75981252739754e-07	A
Diet.5mo.as.AL	Alistipes	AL	0	NA	NA	4	6.792	0.147296905562195	6.792	0.147296905562195	A
Diet.5mo.as.AL	Alistipes	1D	0.0884838581277105	0.108995387690524	0.811812866604479	4	6.792	0.147296905562195	6.792	0.147296905562195	A
Diet.5mo.as.AL	Alistipes	2D	0.193082434354597	0.109570568074253	1.76217425671965	4	6.792	0.147296905562195	6.792	0.147296905562195	A
Diet.5mo.as.AL	Alistipes	20	0.196844867871036	0.0957042284763071	2.0568042917745	4	6.792	0.147296905562195	6.792	0.147296905562195	A
Diet.5mo.as.AL	Alistipes	40	0.0306616418026365	0.107252937615601	0.285881603658532	4	6.792	0.147296905562195	6.792	0.147296905562195	A
Diet.5mo.as.AL	AM0715	AL	0	NA	NA	4	25.176	4.6372082516899e-05	25.176	4.6372082516899e-05	A
Diet.5mo.as.AL	AM0715	1D	-0.622321161752545	0.172058598236503	-3.61691405213667	4	25.176	4.6372082516899e-05	25.176	4.6372082516899e-05	A
Diet.5mo.as.AL	AM0715	2D	-0.588278780586022	0.170178105805398	-3.45684174707369	4	25.176	4.6372082516899e-05	25.176	4.6372082516899e-05	A
Diet.5mo.as.AL	AM0715	20	-0.467606209885222	0.166284360217224	-2.81208773497621	4	25.176	4.6372082516899e-05	25.176	4.6372082516899e-05	A
Diet.5mo.as.AL	AM0715	40	-0.817989021488771	0.175468867263905	-4.66173307119214	4	25.176	4.6372082516899e-05	25.176	4.6372082516899e-05	A
Diet.5mo.as.AL	Anaerotignum	AL	0	NA	NA	4	8.056	0.0895482485268945	8.056	0.0895482485268945	A
Diet.5mo.as.AL	Anaerotignum	1D	0.0411338743163264	0.17834571072747	0.230641231283566	4	8.056	0.0895482485268945	8.056	0.0895482485268945	A
Diet.5mo.as.AL	Anaerotignum	2D	0.0334668089490034	0.18355922562612	0.182321584953566	4	8.056	0.0895482485268945	8.056	0.0895482485268945	A
Diet.5mo.as.AL	Anaerotignum	20	-0.11315634300943	0.149733675227247	-0.755717395153062	4	8.056	0.0895482485268945	8.056	0.0895482485268945	A
Diet.5mo.as.AL	Anaerotignum	40	-0.361510422043667	0.172431389873015	-2.09654647167141	4	8.056	0.0895482485268945	8.056	0.0895482485268945	A
Diet.5mo.as.AL	Anaerotruncus	AL	0	NA	NA	4	49.68	4.21131352013049e-10	49.68	4.21131352013049e-10	A
Diet.5mo.as.AL	Anaerotruncus	1D	-0.164974544473362	0.166224982278287	-0.99247743758016	4	49.68	4.21131352013049e-10	49.68	4.21131352013049e-10	A
Diet.5mo.as.AL	Anaerotruncus	2D	-0.314111664591979	0.165235452571308	-1.90099436715267	4	49.68	4.21131352013049e-10	49.68	4.21131352013049e-10	A
Diet.5mo.as.AL	Anaerotruncus	20	-0.60914870597024	0.158368948501577	-3.84638978621604	4	49.68	4.21131352013049e-10	49.68	4.21131352013049e-10	A
Diet.5mo.as.AL	Anaerotruncus	40	-1.06954529215472	0.169339764630351	-6.31597247397506	4	49.68	4.21131352013049e-10	49.68	4.21131352013049e-10	A
Diet.5mo.as.AL	AnaerovoracaceaeNOV	AL	0	NA	NA	4	32.444	1.5522386732636e-06	32.444	1.5522386732636e-06	A
Diet.5mo.as.AL	AnaerovoracaceaeNOV	1D	0.123572258101249	0.157312138721035	0.785522713669174	4	32.444	1.5522386732636e-06	32.444	1.5522386732636e-06	A
Diet.5mo.as.AL	AnaerovoracaceaeNOV	2D	0.423621211343356	0.160070373586413	2.64646856162091	4	32.444	1.5522386732636e-06	32.444	1.5522386732636e-06	A
Diet.5mo.as.AL	AnaerovoracaceaeNOV	20	-0.125485619642856	0.131032560845971	-0.957667459390987	4	32.444	1.5522386732636e-06	32.444	1.5522386732636e-06	A
Diet.5mo.as.AL	AnaerovoracaceaeNOV	40	-0.433437292877037	0.152003204877451	-2.85150101424826	4	32.444	1.5522386732636e-06	32.444	1.5522386732636e-06	A
Diet.5mo.as.AL	Angelakisella	AL	0	NA	NA	4	54.88	3.44262396367867e-11	54.88	3.44262396367867e-11	A
Diet.5mo.as.AL	Angelakisella	1D	-0.00887727477297496	0.159425834493807	-0.0556827869282367	4	54.88	3.44262396367867e-11	54.88	3.44262396367867e-11	A
Diet.5mo.as.AL	Angelakisella	2D	0.0842232503169986	0.15861743957911	0.530983544687672	4	54.88	3.44262396367867e-11	54.88	3.44262396367867e-11	A
Diet.5mo.as.AL	Angelakisella	20	-0.638661175289303	0.148375301642379	-4.3043631131321	4	54.88	3.44262396367867e-11	54.88	3.44262396367867e-11	A
Diet.5mo.as.AL	Angelakisella	40	-0.807518075096054	0.161137782461716	-5.0113515449917	4	54.88	3.44262396367867e-11	54.88	3.44262396367867e-11	A
Diet.5mo.as.AL	ASF356	AL	0	NA	NA	4	39.684	5.03116176497898e-08	39.684	5.03116176497898e-08	A
Diet.5mo.as.AL	ASF356	1D	-0.0956311489196284	0.150841328991204	-0.633985059394465	4	39.684	5.03116176497898e-08	39.684	5.03116176497898e-08	A
Diet.5mo.as.AL	ASF356	2D	-0.431515517695648	0.148624819610761	-2.9033879995667	4	39.684	5.03116176497898e-08	39.684	5.03116176497898e-08	A
Diet.5mo.as.AL	ASF356	20	-0.133841454936447	0.13831563615245	-0.967652383053268	4	39.684	5.03116176497898e-08	39.684	5.03116176497898e-08	A
Diet.5mo.as.AL	ASF356	40	-0.8247963182646	0.150934026479934	-5.46461482212065	4	39.684	5.03116176497898e-08	39.684	5.03116176497898e-08	A
Diet.5mo.as.AL	Bacteroides	AL	0	NA	NA	4	55.68	2.34011698907466e-11	55.68	2.34011698907466e-11	A
Diet.5mo.as.AL	Bacteroides	1D	0.610387432882658	0.147371458929392	4.1418293427841	4	55.68	2.34011698907466e-11	55.68	2.34011698907466e-11	A
Diet.5mo.as.AL	Bacteroides	2D	1.02853843677458	0.145072993059767	7.08979952147843	4	55.68	2.34011698907466e-11	55.68	2.34011698907466e-11	A
Diet.5mo.as.AL	Bacteroides	20	0.371188312062481	0.140638777050532	2.63930275736905	4	55.68	2.34011698907466e-11	55.68	2.34011698907466e-11	A
Diet.5mo.as.AL	Bacteroides	40	0.694749436257137	0.150169629627825	4.62643104320746	4	55.68	2.34011698907466e-11	55.68	2.34011698907466e-11	A
Diet.5mo.as.AL	Bifidobacterium	AL	0	NA	NA	4	4	0.406005849709838	4	0.406005849709838	A
Diet.5mo.as.AL	Bifidobacterium	1D	0.0339720166870619	0.237315390867179	0.143151342030216	4	4	0.406005849709838	4	0.406005849709838	A
Diet.5mo.as.AL	Bifidobacterium	2D	0.179325966588766	0.236242226031014	0.759076688369943	4	4	0.406005849709838	4	0.406005849709838	A
Diet.5mo.as.AL	Bifidobacterium	20	0.126435488534399	0.234806523335535	0.538466677749513	4	4	0.406005849709838	4	0.406005849709838	A
Diet.5mo.as.AL	Bifidobacterium	40	0.43942602418208	0.243943771222054	1.80134144020461	4	4	0.406005849709838	4	0.406005849709838	A
Diet.5mo.as.AL	BorkfalkiaceaeNOV	AL	0	NA	NA	4	43.64	7.62096641349075e-09	43.64	7.62096641349075e-09	A
Diet.5mo.as.AL	BorkfalkiaceaeNOV	1D	-0.0664801920672938	0.169756991541786	-0.391619758712144	4	43.64	7.62096641349075e-09	43.64	7.62096641349075e-09	A
Diet.5mo.as.AL	BorkfalkiaceaeNOV	2D	-0.501760534102293	0.169278051149257	-2.96412045563945	4	43.64	7.62096641349075e-09	43.64	7.62096641349075e-09	A
Diet.5mo.as.AL	BorkfalkiaceaeNOV	20	0.197150039724176	0.155473900192467	1.26805875121237	4	43.64	7.62096641349075e-09	43.64	7.62096641349075e-09	A
Diet.5mo.as.AL	BorkfalkiaceaeNOV	40	0.613489779706051	0.169766442282235	3.61372819892244	4	43.64	7.62096641349075e-09	43.64	7.62096641349075e-09	A
Diet.5mo.as.AL	ButyricicoccaceaeNOV	AL	0	NA	NA	4	17.58	0.001490507603639	17.58	0.001490507603639	A
Diet.5mo.as.AL	ButyricicoccaceaeNOV	1D	-0.400340538285235	0.175509934488257	-2.2810135474811	4	17.58	0.001490507603639	17.58	0.001490507603639	A
Diet.5mo.as.AL	ButyricicoccaceaeNOV	2D	-0.561166196296249	0.173922218420017	-3.22653540987529	4	17.58	0.001490507603639	17.58	0.001490507603639	A
