age.and.feature	herit	herit.se	LRT.pval
M22_Lactobacillus	0.207560632224534	0.102824184962229	0.0105107966108885
M22_Lawsonibacter	3.85747189744799e-08	0.090194852254163	1
M22_Ligilactobacillus	0.117892956823302	0.0730685819485277	0.0552701806784959
M22_Limosilactobacillus	0.114475327681169	0.0951664075044925	0.145656913595108
M22_Mailhella	0.146021841273753	0.0902544641526078	0.0556173128162607
M22_MarseilleP3106	5.64969824313709e-07	3.09387973191387e-08	1
M22_MuribaculaceaeNOV	0.278527333593755	0.112232138737304	0.00603896429642403
M22_Muribaculum	0.209047251892654	0.109426641113778	0.0194627813601849
M22_Oscillibacter	0.0758924942620195	0.0916315000233307	0.331716642697295
M22_OscillospiraceaeNOV	0.143233089073083	0.106750083213662	0.127929605723023
M22_Paramuribaculum	0.102591662961486	0.103783132172808	0.269199881710995
M22_Parvibacter	0.33375236622923	0.107871583902428	0.000191569746384013
M22_PCoA1	0.240100179409862	0.108753738593253	0.0057269608312448
M22_PCoA2	0.136886662231751	0.102435188397385	0.164645010487615
M22_PCoA3	0.20617472043796	0.104553433632059	0.023849192017411
M22_Prevotella	0.211446973567291	0.0975177557804451	0.0103463848522766
M22_Romboutsia	0.13508805119916	0.100710436512085	0.156038801823526
M22_Roseburia	0.0854954703370724	0.0974534544944447	0.371038730822624
M22_RuminiclostridiumE	0.133421355661863	0.0817205878688167	0.0464672079427222
M22_Schaedlerella	0.0360282957037651	0.094238684548986	0.705464271913043
M22_Shannon	4.08370005779181e-08	0.087070151715551	0.991829548304334
M22_Simpson	1.96551422529247e-07	1.09941365838867e-08	0.998569020789988
M22_Staphylococcus	0.005789797014739	0.0518330058095849	0.911887645180221
M22_TF0111	0.17445222299596	0.0978754652697315	0.0338611952135506
M22_Turicibacter	0.142355238004637	0.0944611259882386	0.10102674927305
M22_UBA11940	0.0421544888512797	0.0945614243317257	0.649587195861939
M22_UBA11957	0.0651504475235341	0.0908032645387177	0.42010700794008
M22_UBA1394	0.175899797462323	0.103812741822709	0.0409660099356266
M22_UBA1405	0.100995097405054	0.0724778895408407	0.123324721231299
M22_UBA2882	0.10671843470169	0.104755513023054	0.277617849762077
M22_UBA3282	0.0348907874501905	0.102607633446902	0.730872987552887
M22_UBA3700	0.0821640765326818	0.098710237947936	0.348382867819131
M22_UBA3700NOV	4.50949786301967e-07	2.22468185005262e-08	1
M22_UBA3818	5.36413083668843e-07	2.77202588977002e-08	1
M22_UBA7160	8.48658748701005e-08	4.57594735543342e-09	0.993022812186328
M22_UBA7173	0.225746561803285	0.109968129460895	0.00960588967103837
M22_UBA7182	0.232297003590301	0.104307843752684	0.0137594853369427
M22_UBA946	0.124576294585715	0.109082154921989	0.224307155229151
M22_UBA9475	0.123221728075516	0.0948945879192265	0.127029198964759
M22_UBA9502	0.0603947194008881	0.0905527828844291	0.453237176409199
M22_UMGS1004	0.0190338312372111	0.0947414447506111	0.842650810712966
M22_UMGS1217	0.0719204078373398	0.0917628156929295	0.381529759762438
M22_UMGS1370	0.104990733089235	0.104240750615668	0.273921335676904
M22_UMGS1815	0.00171306475132545	0.0963704820269445	0.98724516520066
M22_UMGS1872	0.173203949222925	0.101745257380224	0.0411651459689654
M22_UMGS268	0.105358899965264	0.0968883425592887	0.218809137988707
M22_uniq	0.229256551129631	0.113787465149498	0.0191622367878023
M22_X142	0.143137084936409	0.107471817783728	0.15177285308067
M22_X1XD4269	4.45311099174527e-08	2.38370054356119e-09	0.993358131641167
M22_X1XD876	0.0917019532852156	0.102647252966593	0.330643925394751
M28_Acetatifactor	0.0122862615765184	0.125339377537282	0.92220743231047
M28_Acutalibacter	0.0488259258853937	0.120758192001312	0.692904124122107
M28_Adlercreutzia	0.0269550358639697	0.117867783222463	0.825472502569639
M28_AF3328	9.51420110023702e-08	6.20070536417737e-09	1
M28_Akkermansia	0.00109645626250612	0.114961039929385	0.992176106547251
M28_Alistipes	0.526371560557468	0.15450536251662	0.000491696883062165
M28_AM0715	0.0981081394219783	0.160193029894874	0.560388792285233
M28_Anaerotignum	0.107054841480419	0.138479145175999	0.388880281860711
M28_Anaerotruncus	8.88372249798689e-08	6.30395728325635e-09	0.994002502993833
M28_AnaerovoracaceaeNOV	6.22120772601205e-08	4.21040017943144e-09	0.994394156695346
M28_Angelakisella	6.33102483229165e-07	0.138815045979856	1
M28_ASF356	5.24846808178388e-08	3.31305269675815e-09	0.99794602338375
M28_Bacteroides	0.252137962427137	0.151073960959164	0.0627498363574538
M28_Bifidobacterium	0.0365448267177729	0.100101279714886	0.694100915531422
M28_BorkfalkiaceaeNOV	0.128018157804681	0.142765160870722	0.384439915957892
M28_ButyricicoccaceaeNOV	0.0599499752996659	0.14439907762972	0.680505176178528
M28_CAG115	0.368750403905188	0.111183697442488	8.22299275086147e-05
M28_CAG145	0.0407997545737102	0.135595754310829	0.761468474275062
M28_CAG273	5.78274780736552e-07	5.91776585858311e-08	1
M28_CAG274NOV	0.189916379307727	0.13221820281885	0.0741345639655528
M28_CAG303	0.0486558981593367	0.131342774960056	0.698169453303881
M28_CAG41	6.93948476962724e-08	8.30468646265184e-09	0.999291650586695
M28_CAG475	0.271555304204247	0.156979920822948	0.0540343110143359
M28_CAG485	0.164990718716144	0.143577393392581	0.214598065689448
M28_CAG510	0.0330339840304696	0.0923564286717502	0.713486366971889
M28_CAG552NOV	0.180695497460194	0.156357980961064	0.222158667120695
M28_CAG56	0.0100362240392771	0.111273293094051	0.926200782490503
M28_CAG582	0.14356054896168	0.13158736447002	0.208575015411781
M28_CAG776	2.55353602591361e-07	0.121569630273738	1
M28_CAG81	0.0100703938531183	0.13145876197162	0.932208060330759
M28_CAG873	0.266120765866127	0.152150272927849	0.0509209763757935
M28_CAG95	3.3703744660434e-07	0.12117258470944	1
M28_Chao1	0.249463830928937	0.160015224630615	0.0895800896600081
M28_Clostridium	0.0892558403971988	0.116041528353843	0.43646717202933
M28_ClostridiumQ	3.34726836797937e-07	2.06312886171659e-08	1
M28_COE1	4.75464959461764e-07	2.88791454870613e-08	1
M28_D1663	5.6667744013827e-07	3.59587947816793e-08	0.994629022547766
M28_Desulfovibrio	0.287656815294204	0.156738699122668	0.0296086761545533
M28_Dorea	0.0121921567405747	0.130424721593217	0.927530688636772
M28_Dubosiella	0.0272396095748109	0.0985812438967799	0.75460388059762
M28_Duncaniella	0.259036805902828	0.148766273100672	0.0945570066599517
M28_Emergencia	2.52865875948378e-07	0.124569699915985	0.997930920913215
M28_EnterococcusD	0.0219399663543892	0.131998064221543	0.874467140113891
M28_ErysipelatoclostridiaceaeNOV	0.175122305056083	0.15768705350703	0.251612849097413
M28_Erysipelatoclostridium	0.142933136161323	0.148670370701736	0.281883479963696
M28_ErysipelotrichaceaeNOV	0.0936432575745859	0.117962340410233	0.370894027008765
M28_Escherichia	0.139529991213011	0.153967429539682	0.338877688203986
M28_EubacteriumF	9.79098305589706e-08	6.75281194511837e-09	1
M28_EubacteriumG	0.107755730358086	0.125760725060135	0.337112743451934
M28_EubacteriumJ	1.20277395632534e-07	7.73357772617302e-09	1
M28_Evtepia	2.69650722074037e-07	2.24042105815068e-08	1
M28_Flavonifractor	0.140618194663971	0.144796973792115	0.352788908313372
M28_HungatellaA	3.68235096317225e-07	0.136085453683209	1
M28_Ileibacterium	0.238903592804519	0.113190397388949	0.0131659535814302
M28_Kineothrix	0.00690095947776446	0.128408530382427	0.957673527982486
M28_Lachnospira	0.134993652384075	0.145178599636222	0.327510226373782
M28_LachnospiraceaeNOV	7.64720364784623e-07	0.126111289183239	1
M28_Lactobacillus	0.21352727775773	0.141328688273687	0.0620188745178443
M28_Lawsonibacter	7.42709276395488e-08	6.15439746962762e-09	0.997982485922426
M28_Ligilactobacillus	0.204578226969492	0.120848938605973	0.0533718329373313
M28_Limosilactobacillus	0.114321707420382	0.126644222953832	0.284602723373189
M28_Mailhella	0.138888207137855	0.114870809830365	0.179889600742802
M28_MarseilleP3106	0.201676255081608	0.154685283183273	0.148660467688614
M28_MuribaculaceaeNOV	0.120922139145475	0.140966556225298	0.373248782531646
M28_Muribaculum	0.126337903436426	0.148267255278632	0.394371610616427
M28_Oscillibacter	3.01753865732474e-07	0.139438436582576	1
M28_OscillospiraceaeNOV	6.53946702183071e-08	0.138774368727002	0.998003650872112
M28_Paramuribaculum	0.19168924350373	0.136526067320135	0.138098343307687
M28_Parvibacter	0.110096050237305	0.146851604247241	0.447978103989568
M28_PCoA1	0.0721884695098681	0.137838368494198	0.583090006223736
