term.clean	term	component	std.error	z.ratio	bound	X.ch	PVE	feature	LRT.pval
Batch	Batch	0.0306780056468582	0.0102421499283049	2.99527012019981	P	0.1	0.0301791238112429	ASPASNPWY	1.62978853640583e-05
Cage	Cage	2.52865412349417e-05	0.00669790747735313	0.00377528971853377	P	10.6	2.48753347095612e-05	ASPASNPWY	1
Cohort	Cohort	0.00406853236552884	0.00592029751016713	0.687217552587824	P	0.1	0.00400237040838795	ASPASNPWY	0.430620055926037
Diet	Diet.5mo.as.AL	0.0314550758020539	0.0238779911915695	1.3173250442089	P	0.2	0.0309435573501641	ASPASNPWY	4.36615188448286e-11
Genetics	vm(Mouse, kinship.mat.x2)	0.0711704783374238	0.0252198683091412	2.82200039528467	P	0.1	0.0700131130483202	ASPASNPWY	0.000669814476432329
Mouse	ide(Mouse)	0.0261041463721192	0.022907967351844	1.13952259365421	P	0.1	0.0256796440557299	ASPASNPWY	0.235923283116226
Residual	units!R	0.825519608912468	0.0255387388540044	32.3242119993341	P	0	0.812095113768571	ASPASNPWY	NA
Time	Time	0.0266452260135723	0.0135060483994123	1.97283655630404	P	0	0.0262119247287022	ASPASNPWY	2.84503355822974e-05
Age	Age	0.0487795009713003	0.0299802087569569	1.62705674822831	P	0.4	0.047544424733631	BIOTINBIOSYNTHESISPWY	0.00307450821703925
Batch	Batch	0.036188021264363	0.0104706110722094	3.45615179618423	P	0	0.0352717559426209	BIOTINBIOSYNTHESISPWY	4.8825826381993e-08
Cage	Cage	0.0177696420122822	0.00920497280733476	1.93043938143119	P	0	0.0173197222270394	BIOTINBIOSYNTHESISPWY	0.0211613830676348
Cohort	Cohort	0.00734029720460804	0.00810695649068365	0.905431922947084	P	0.1	0.00715444399835701	BIOTINBIOSYNTHESISPWY	0.260845889712614
Diet	Diet.5mo.as.AL	0.0275187374151694	0.0216664804720545	1.27010648779174	P	0.1	0.0268219746768189	BIOTINBIOSYNTHESISPWY	9.62815187910415e-07
Genetics	vm(Mouse, kinship.mat.x2)	0.0499193747060992	0.0256006284730557	1.9499277042608	P	0	0.0486554373498092	BIOTINBIOSYNTHESISPWY	0.0387462479443134
Mouse	ide(Mouse)	0.0502870523471177	0.0242857033159842	2.07064426723933	P	0	0.0490138055491873	BIOTINBIOSYNTHESISPWY	0.0360769683851041
Residual	units!R	0.78817454367811	0.0245448566627142	32.111596922683	P	0	0.768218299135851	BIOTINBIOSYNTHESISPWY	NA
Time	Time	1.39929644375245e-07	NA	NA	B	NA	1.36386685237244e-07	BIOTINBIOSYNTHESISPWY	1
Age	Age	0.00067647629729676	0.00310503675943787	0.217864183166459	P	0.4	0.00066666007079341	BRANCHEDCHAINAASYNPWY	0.799560919594279
Batch	Batch	0.0583872619259986	0.0140518849499971	4.15511955397917	P	0	0.0575400148158391	BRANCHEDCHAINAASYNPWY	4.06918942985612e-12
Cage	Cage	0.023392838374981	0.00972602252265867	2.40518036232004	P	0	0.0230533890831689	BRANCHEDCHAINAASYNPWY	0.00250145182791617
Cohort	Cohort	8.13174791940557e-08	NA	NA	B	NA	8.01374958041865e-08	BRANCHEDCHAINAASYNPWY	1
Diet	Diet.5mo.as.AL	0.0222859688204079	0.0179042709042968	1.24472920117957	P	0	0.0219625811146421	BRANCHEDCHAINAASYNPWY	1.01561485382762e-05
Genetics	vm(Mouse, kinship.mat.x2)	0.0519162978177197	0.0242747066423652	2.13869928821769	P	0	0.0511629497098397	BRANCHEDCHAINAASYNPWY	0.0126316727118155
Mouse	ide(Mouse)	0.0363307711426512	0.0231367096485545	1.57026524923007	P	0	0.0358035818235238	BRANCHEDCHAINAASYNPWY	0.104922776247702
Residual	units!R	0.803588827041804	0.0251444869087403	31.95884767736	P	0	0.791928093364474	BRANCHEDCHAINAASYNPWY	NA
Time	Time	0.0181459626979471	0.0103535719795332	1.7526282459636	P	0	0.0178826498802236	BRANCHEDCHAINAASYNPWY	4.90321586427145e-05
Age	Age	0.0370325344830003	0.026428091732163	1.40125646824253	P	0.2	0.037550417994235	CALVINPWY	0.00649099898584138
Batch	Batch	0.0441196129562351	0.011559299104123	3.81680693256725	P	0	0.0447366061053963	CALVINPWY	2.34685604283413e-11
Cage	Cage	0.00698882855697767	0.00700330238474269	0.99793328533171	P	0.2	0.00708656421355732	CALVINPWY	0.282942594997945
Cohort	Cohort	0.0155254545834852	0.0115639593562059	1.34257256578417	P	0.2	0.0157425711553175	CALVINPWY	0.0394432300036014
Diet	Diet.5mo.as.AL	0.0320544677633515	0.0243518907589464	1.31630303702703	P	0	0.0325027352272936	CALVINPWY	4.97763608109381e-10
Genetics	vm(Mouse, kinship.mat.x2)	0.0654319229552716	0.0227809732092053	2.87221807226532	P	0.1	0.0663469592734708	CALVINPWY	0.000453805220738679
Mouse	ide(Mouse)	0.0130970076338424	0.0201578605333617	0.649722107768658	P	0.8	0.0132801634560072	CALVINPWY	0.500051298768192
Residual	units!R	0.752596193437151	0.0231692015053232	32.4826124570689	P	0	0.763120916215118	CALVINPWY	NA
Time	Time	0.0193622933060483	0.0123778936658606	1.56426398777777	P	0.3	0.0196330663596046	CALVINPWY	0.00514136161738687
Age	Age	0.0732887461679609	0.0447282321875344	1.63853437937541	P	0.1	0.0696462057798116	CENTFERMPWY	0.000237373477609992
Batch	Batch	0.063717981916805	0.0145966351748813	4.36525138522708	P	0	0.0605511202263154	CENTFERMPWY	0
Cage	Cage	0.00067386815570551	0.00649093199410316	0.103816856549676	P	0.4	0.000640376083569091	CENTFERMPWY	0.913816215597314
Cohort	Cohort	0.0337255085260148	0.0199623825051288	1.68945307592167	P	0	0.0320493094730886	CENTFERMPWY	0.00176992519687169
Diet	Diet.5mo.as.AL	0.0094328328545105	0.00841759550266618	1.12060894961308	P	0.1	0.00896400951608863	CENTFERMPWY	0.00586125869250842
Genetics	vm(Mouse, kinship.mat.x2)	0.00988242946550201	0.0198405714318806	0.498091977815849	P	0.1	0.0093912606252188	CENTFERMPWY	0.61295065942436
Mouse	ide(Mouse)	0.0689104219062955	0.0223332440218472	3.08555361858245	P	0	0.0654854895929109	CENTFERMPWY	0.000848258961074544
Residual	units!R	0.788104912549821	0.0243707452448011	32.3381539888668	P	0	0.748935133775293	CENTFERMPWY	NA
Time	Time	0.00456392772160183	0.00639805044751088	0.713330999660592	P	0	0.00433709492770425	CENTFERMPWY	0.420811496949506
Age	Age	0.00689320664368771	0.0066369139952625	1.03861623769845	P	0.1	0.00700228346594117	CITRULBIOPWY	0.0692988431030139
Batch	Batch	0.0318620573308208	0.009742643860607	3.27037073167074	P	0	0.0323662366110526	CITRULBIOPWY	1.06438882263582e-07
Cage	Cage	0.0131601052910688	0.00737713648334923	1.78390427244666	P	0	0.013368348354112	CITRULBIOPWY	0.0352291341591677
Cohort	Cohort	0.0271280933642216	0.0157951364860971	1.71749660967475	P	0	0.0275573632774737	CITRULBIOPWY	0.000635918260268875
Diet	Diet.5mo.as.AL	0.0581407570367683	0.0427867069721375	1.35885094112593	P	0	0.0590607655826877	CITRULBIOPWY	6.66133814775094e-16
Genetics	vm(Mouse, kinship.mat.x2)	0.0340066094803258	0.0200741914486526	1.69404628661187	P	0	0.0345447237556501	CITRULBIOPWY	0.0659451093474651
Mouse	ide(Mouse)	4.71061137409179e-07	NA	NA	B	NA	4.78515121398292e-07	CITRULBIOPWY	1
Residual	units!R	0.807063772890918	0.0248221850790218	32.5138085273967	P	0	0.819834600207323	CITRULBIOPWY	NA
Time	Time	0.00616760519106791	0.00612605479823412	1.00678256956594	P	0.2	0.00626520023063802	CITRULBIOPWY	0.190175177963863
Age	Age	0.0315403032899411	0.021299988928525	1.48076618235713	P	0.4	0.0331666525280807	COAPWY	0.00107288864958432
Batch	Batch	0.0278993804983156	0.00905182159380582	3.08218408959885	P	0.1	0.0293379886119058	COAPWY	3.94133129455465e-06
Cage	Cage	0.0121174498578414	0.00719583080865843	1.68395424795995	P	0	0.0127422759783556	COAPWY	0.0481016239248248
Cohort	Cohort	0.0077207041381529	0.00725294906051788	1.06449170864597	P	0.2	0.00811881575989469	COAPWY	0.144370505539854
Diet	Diet.5mo.as.AL	0.0784655844098743	0.0572390851943922	1.37083924635402	P	0	0.0825115963410873	COAPWY	0
Genetics	vm(Mouse, kinship.mat.x2)	0.0491645785704069	0.0210489797200917	2.33572264424191	P	0	0.0516997087549964	COAPWY	0.0079330223884797
Mouse	ide(Mouse)	0.0185616168491894	0.0195709573184991	0.948426617416633	P	0.1	0.019518731026051	COAPWY	0.336916282327332
Residual	units!R	0.712120229150156	0.0220070033819629	32.3588003686961	P	0	0.748840110423826	COAPWY	NA
Time	Time	0.0133744769114563	0.00927580288103731	1.44186730604183	P	0.3	0.0140641205758025	COAPWY	0.00485157509888368
Age	Age	0.0495773479279209	0.0320784959325058	1.54550101202479	P	0.4	0.0524316133148276	COAPWY1	6.113172734723e-05
Batch	Batch	0.0282149447271152	0.00891256320071669	3.16574975029028	P	0	0.0298393345642879	COAPWY1	3.56390149058861e-07
Cage	Cage	0.0187578850538305	0.00788726710041849	2.37824899486861	P	0	0.0198378133734849	COAPWY1	0.00271017391674411
Cohort	Cohort	0.010598447505078	0.00873448001751715	1.21340337190338	P	0.2	0.0112086209639865	COAPWY1	0.0673530967446198
Diet	Diet.5mo.as.AL	0.0560706002017717	0.0415210283038574	1.35041453673638	P	0	0.0592986948875076	COAPWY1	4.55191440096314e-15
Genetics	vm(Mouse, kinship.mat.x2)	0.0338506088042876	0.0190857301365266	1.77360826974619	P	0	0.0357994549018294	COAPWY1	0.0536104327384188
Mouse	ide(Mouse)	0.0206085146877322	0.0185104121210332	1.11334715580508	P	0	0.0217949873936597	COAPWY1	0.248937678399618
Residual	units!R	0.69675515954408	0.0214750636114682	32.4448472959119	P	0	0.736868723866373	COAPWY1	NA
Time	Time	0.0311286208351813	0.0179549172182303	1.73371007266886	P	0.5	0.0329207567340434	COAPWY1	0.00250805322789394
Age	Age	8.24756672173154e-08	NA	NA	B	NA	8.1812389956014e-08	COLANSYNPWY	1
Batch	Batch	0.0185998175641094	0.007726925964971	2.40714323502376	P	0	0.0184502360393898	COLANSYNPWY	0.000650056066230031
Cage	Cage	0.00125181685084402	0.00635252888976277	0.197058033511874	P	0	0.00124174961913202	COLANSYNPWY	0.83830026771563
Cohort	Cohort	0.0494171039191676	0.0248066962538802	1.99208727407375	P	0.1	0.0490196868087053	COLANSYNPWY	4.60268570590117e-07
Diet	Diet.5mo.as.AL	0.00133576140151525	0.00244539015617587	0.546236516958964	P	0.3	0.0013250190796397	COLANSYNPWY	0.469031788440581
Genetics	vm(Mouse, kinship.mat.x2)	0.0573750878504539	0.0230358141652024	2.49069068881116	P	0	0.0569136718665601	COLANSYNPWY	0.00314520670651675
Mouse	ide(Mouse)	0.0218098860275986	0.0213987651697089	1.01921236364011	P	0	0.0216344888230442	COLANSYNPWY	0.28059810497726
Residual	units!R	0.815034176360665	0.0250608845040106	32.5221632233384	P	0	0.808479592995621	COLANSYNPWY	NA
Time	Time	0.0432835635433848	0.0199736668467806	2.16703141568426	P	0.1	0.0429354729555175	COLANSYNPWY	9.15530464884462e-07
Age	Age	0.0234622739579433	0.0166931315371275	1.40550464757079	P	0.2	0.0234491960655179	COMPLETEAROPWY	4.23591669994616e-05
Batch	Batch	0.0202910035508589	0.00817491085293616	2.48210701203806	P	0	0.0202796933273863	COMPLETEAROPWY	0.000410309024806321
Cage	Cage	0.010060528388009	0.00771618646474173	1.30382131561743	P	0	0.0100549206405146	COMPLETEAROPWY	0.146913251644041
Cohort	Cohort	0.0102841919663973	0.0080735392974199	1.27381456725972	P	0.1	0.0102784595486248	COMPLETEAROPWY	0.0420047558578314
Diet	Diet.5mo.as.AL	0.0739055484695871	0.0540721153539773	1.3667959536218	P	0	0.073864353450969	COMPLETEAROPWY	0
Genetics	vm(Mouse, kinship.mat.x2)	0.0299421125379179	0.0203631873609346	1.47040401913503	P	0	0.02992542277769	COMPLETEAROPWY	0.088855324547055
Mouse	ide(Mouse)	0.0503275354089212	0.0214525833192151	2.345989509051	P	0	0.0502994827958075	COMPLETEAROPWY	0.011850997895974
Residual	units!R	0.761026963877135	0.0236550339380515	32.1718821401878	P	0	0.760602766768866	COMPLETEAROPWY	NA
Time	Time	0.0212575536039585	0.0115434503826446	1.84152509858915	P	0.1	0.0212457046246244	COMPLETEAROPWY	7.38809219159586e-05
Age	Age	0.0631926196638547	0.0468022348865807	1.35020517325709	P	1.8	0.0603243849108536	DAPLYSINESYNPWY	1
Batch	Batch	0.0346917517425618	0.00949982477878286	3.65183069692435	P	0	0.0331171360909271	DAPLYSINESYNPWY	1.16172382824686e-09
Cage	Cage	0.0419176980263697	0.0110013657804004	3.81022673576118	P	0	0.0400151056210448	DAPLYSINESYNPWY	3.30582936580726e-08
Cohort	Cohort	3.50511648144122e-07	NA	NA	B	NA	3.34602358485195e-07	DAPLYSINESYNPWY	1
Diet	Diet.5mo.as.AL	0.0769532289233515	0.0566746669064686	1.35780646140098	P	0	0.073460417156286	DAPLYSINESYNPWY	0
Genetics	vm(Mouse, kinship.mat.x2)	0.0872643356993531	0.0233595459187575	3.73570342518005	P	0	0.0833035155643144	DAPLYSINESYNPWY	2.28148050074317e-06
Mouse	ide(Mouse)	0.0195580917313738	0.0186720618714935	1.04745217030547	P	0.1	0.0186703741671279	DAPLYSINESYNPWY	0.281744629646893
Residual	units!R	0.585021800394597	0.0183118472271499	31.9477217747437	P	0	0.558468385326811	DAPLYSINESYNPWY	NA
Time	Time	0.138946977820861	0.0629900045105861	2.20585756264725	P	1.1	0.132640346560277	DAPLYSINESYNPWY	1.2479690673306e-05
Age	Age	0.0595098065159903	0.0422766052861667	1.40762973074999	P	1.1	0.0562984372753969	DTDPRHAMSYNPWY	0.357835209485985
Batch	Batch	0.0547727697688695	0.0132534535591117	4.13271676884651	P	0	0.0518170285498053	DTDPRHAMSYNPWY	1.49880108324396e-14
Cage	Cage	0.0127318147391523	0.00775907245336716	1.64089391040898	P	0	0.0120447589306401	DTDPRHAMSYNPWY	0.0513465243261955
Cohort	Cohort	0.018664090221037	0.0134901634624352	1.38353328875585	P	0.2	0.0176569068885994	DTDPRHAMSYNPWY	0.020165186865191
Diet	Diet.5mo.as.AL	0.0135986894972715	0.0116095341710202	1.17133808273002	P	0.1	0.0128648539209084	DTDPRHAMSYNPWY	0.000728491118102803
Genetics	vm(Mouse, kinship.mat.x2)	0.0854445691768249	0.0190393599265243	4.487785803019	P	0	0.0808336642303187	DTDPRHAMSYNPWY	8.88995624969136e-05
Mouse	ide(Mouse)	1.66860615634319e-07	NA	NA	B	NA	1.57856199725648e-07	DTDPRHAMSYNPWY	1
Residual	units!R	0.80614854462938	0.0238530965092657	33.7963896769643	P	0	0.762645787837922	DTDPRHAMSYNPWY	NA
Time	Time	0.00617143813539768	0.0069505581981925	0.887905396864754	P	0.8	0.00583840451020994	DTDPRHAMSYNPWY	0.215881616631793
Age	Age	0.0678201226334904	0.0405654093726968	1.67187078060496	P	0.5	0.0655119713893099	FASYNELONGPWY	0.00176799293787966
Batch	Batch	0.034887676031637	0.0101608941533081	3.43352420616235	P	0	0.0337003288297723	FASYNELONGPWY	7.54743704201033e-08
Cage	Cage	0.0194221248370262	0.00931325546892424	2.08542811929003	P	0	0.0187611233544799	FASYNELONGPWY	0.0117857515733777
Cohort	Cohort	0.00338560716516382	0.00628938301507328	0.538305133754741	P	0.4	0.0032703833482915	FASYNELONGPWY	0.550620718584379
Diet	Diet.5mo.as.AL	0.0354364449714596	0.0272786673556452	1.29905337784495	P	0.1	0.0342304212815258	FASYNELONGPWY	2.0687099255845e-08
Genetics	vm(Mouse, kinship.mat.x2)	0.0455232759999841	0.024447782092121	1.86206159022725	P	0	0.0439739628749345	FASYNELONGPWY	0.0452402832851891
Mouse	ide(Mouse)	0.047513237653124	0.0235026372856474	2.0216130247706	P	0	0.0458961993119112	FASYNELONGPWY	0.0390553268136027
Residual	units!R	0.781243942523177	0.0243174398926479	32.1268992941719	P	0	0.754655533243997	FASYNELONGPWY	NA
Time	Time	7.9056335657969e-08	NA	NA	B	NA	7.63657775695471e-08	FASYNELONGPWY	1
Age	Age	0.00936978392853273	0.00826083179385702	1.13424218799617	P	0.1	0.00930826471709396	FERMENTATIONPWY	0.0310965229502643
Batch	Batch	0.0260087247747285	0.00898361286003071	2.89512974122524	P	0	0.0258379592319077	FERMENTATIONPWY	8.68422538957692e-06
Cage	Cage	0.00797743219736668	0.00778953345942497	1.02412195016819	P	0	0.00792505475282457	FERMENTATIONPWY	0.251765625064404
Cohort	Cohort	0.00814897878722556	0.00769381856924281	1.05915920864086	P	0	0.00809547501885212	FERMENTATIONPWY	0.135754100349427
Diet	Diet.5mo.as.AL	0.0223878910649665	0.0176645960274849	1.26738766231237	P	0	0.0222408988381874	FERMENTATIONPWY	1.19949625920768e-06
Genetics	vm(Mouse, kinship.mat.x2)	0.083369938464868	0.0264281467893425	3.1545888983214	P	0	0.0828225562721539	FERMENTATIONPWY	6.06735525371382e-05
Mouse	ide(Mouse)	0.0372772066386707	0.0229860026577332	1.6217350704138	P	0	0.037032455599101	FERMENTATIONPWY	0.0791645820178991
Residual	units!R	0.789094953793427	0.0243278488532352	32.4358704525777	P	0	0.783913991278394	FERMENTATIONPWY	NA
Time	Time	0.0229741859559506	0.0128648062271283	1.78581671191475	P	0	0.0228233442914855	FERMENTATIONPWY	0.00013752147134638
