term.clean	term	component	std.error	z.ratio	bound	X.ch	PVE	feature	LRT.pval
Residual	units!R	0.723926695522541	0.022730559987263	31.8481681018062	P	0	0.703818976672645	Anaerotruncus	NA
Time	Time	0.00307081670422039	0.00428370642008372	0.716859747863014	P	0	0.00298552199232493	Anaerotruncus	0.406857957356487
Age	Age	0.0162891342778247	0.0118568950848572	1.37381111675923	P	0.2	0.0160107320502326	AnaerovoracaceaeNOV	0.000226064648954916
Batch	Batch	0.0662767593613117	0.0149105659521323	4.44495263117987	P	0	0.0651440044138069	AnaerovoracaceaeNOV	1.11022302462516e-16
Cage	Cage	0.0104312096386347	0.0084175383866471	1.23922329302138	P	0.1	0.0102529268674116	AnaerovoracaceaeNOV	0.173859839274379
Cohort	Cohort	0.0381721500579677	0.0219301026812481	1.74062796753832	P	0.1	0.0375197389827771	AnaerovoracaceaeNOV	0.000251779711476052
Diet	Diet.5mo.as.AL	0.00510045536379327	0.00559055146937007	0.912334926480514	P	0.1	0.00501328203028179	AnaerovoracaceaeNOV	0.0769245347121595
Genetics	vm(Mouse, kinship.mat.x2)	0.037861391753562	0.0237535520839057	1.59392547353855	P	0	0.0372142919369512	AnaerovoracaceaeNOV	0.0763106407094336
Mouse	ide(Mouse)	0.0634376041055796	0.0237658085635093	2.66928027868505	P	0	0.0623533739681841	AnaerovoracaceaeNOV	0.00563495942585701
Residual	units!R	0.774605923622316	0.0242757585532103	31.9086187121383	P	0	0.761366913435257	AnaerovoracaceaeNOV	NA
Time	Time	0.00521384766874864	0.00637949681434455	0.817281961333549	P	0	0.00512473631509729	AnaerovoracaceaeNOV	0.244206304958999
Age	Age	0.0371249568275617	0.0254979406889478	1.45599824238566	P	0.1	0.0371145619031318	Angelakisella	4.32054195226295e-05
Batch	Batch	0.0606042113869569	0.0140916934928442	4.30070462558187	P	0	0.0605872423113987	Angelakisella	5.6621374255883e-15
Cage	Cage	0.0112715863494534	0.00829067912751767	1.35954922100914	P	0	0.0112684303245494	Angelakisella	0.124578352957845
Cohort	Cohort	0.0134933270109408	0.0112982021342176	1.19428975076264	P	0	0.0134895489024506	Angelakisella	0.0704242225522134
Diet	Diet.5mo.as.AL	0.0301201038868652	0.0232351458098841	1.29631654276309	P	0	0.0301116703092807	Angelakisella	3.36885874752113e-08
Genetics	vm(Mouse, kinship.mat.x2)	0.0552995002463772	0.0250362749980359	2.20877507739133	P	0	0.0552840164808676	Angelakisella	0.013288301486538
Mouse	ide(Mouse)	0.061510227922591	0.0235820066245455	2.60835428052876	P	0	0.061493005163952	Angelakisella	0.00661009132003143
Residual	units!R	0.7174665588491	0.022524369473492	31.8529031275862	P	0	0.717265669439453	Angelakisella	NA
Time	Time	0.0133896042312053	0.00948742057290619	1.41130079860091	P	0	0.0133858551649161	Angelakisella	0.00443461698067327
Age	Age	0.15530564776443	0.0834964376060746	1.86002723250472	P	0.1	0.144787291541145	ASF356	1.45210732327428e-10
Batch	Batch	0.0172636915809942	0.00660152785619462	2.61510546604671	P	0	0.0160944768074706	ASF356	0.000190330352081602
Cage	Cage	0.0208035109418521	0.00970227434713428	2.14418910427912	P	0	0.0193945554921873	ASF356	0.00981120002550007
Cohort	Cohort	6.04591348141779e-08	NA	NA	B	NA	5.6364430429108e-08	ASF356	1
Diet	Diet.5mo.as.AL	0.060243449723302	0.0447809381153177	1.34529226628004	P	0.1	0.0561633530015756	ASF356	3.88578058618805e-15
Genetics	vm(Mouse, kinship.mat.x2)	0.145464223516795	0.0332761055843168	4.37143172142574	P	0	0.135612395571593	ASF356	5.34219295467153e-08
Mouse	ide(Mouse)	0.0707603569154522	0.0249632893685733	2.83457664055017	P	0	0.0659679836100561	ASF356	0.00263795742089545
Residual	units!R	0.597464231685616	0.0187191386473553	31.9172929343108	P	0	0.556999884702738	ASF356	NA
Time	Time	0.00534178496875026	0.00445472717648286	1.19912729941136	P	0	0.004980002908804	ASF356	0.0491256001026169
Age	Age	0.193790570399388	0.119989951275039	1.61505666382999	P	0.9	0.153179047142303	Bacteroides	5.15398420707358e-05
Batch	Batch	0.0584646915397615	0.0139272139725267	4.1978741516495	P	0.1	0.0462125980798371	Bacteroides	1.11022302462516e-15
Cage	Cage	0.035933116655841	0.0111434254722175	3.2246024120167	P	0	0.0284028297086446	Bacteroides	7.22804215447237e-06
Cohort	Cohort	0.0160146317213922	0.0140090993628532	1.14315926431765	P	0.1	0.0126585417565059	Bacteroides	0.0948704344461597
Diet	Diet.5mo.as.AL	0.0580420170268201	0.043554327729838	1.33263489651011	P	0	0.0458785009201545	Bacteroides	2.70650168943121e-12
Genetics	vm(Mouse, kinship.mat.x2)	0.0950995378803472	0.0267498543881822	3.55514226359157	P	0	0.0751701002074705	Bacteroides	7.68028262920772e-06
Mouse	ide(Mouse)	0.0201759513319487	0.0216707553524022	0.931022061938059	P	0.1	0.0159477986666121	Bacteroides	0.340413091221161
Residual	units!R	0.702799132529298	0.0219748189557645	31.9820215103496	P	0	0.555517749039117	Bacteroides	NA
Time	Time	0.0848048833805201	0.045647135349653	1.85783582542305	P	0.1	0.0670328344793559	Bacteroides	0.000415393208460069
Age	Age	0.445956997526311	0.23870090147133	1.86826691804461	P	0.2	0.365421873003959	Bifidobacterium	1.14659075023393e-06
Batch	Batch	0.0595942118904709	0.0122400978706001	4.8687692304824	P	0	0.0488321265279078	Bifidobacterium	0
Cage	Cage	0.0684129349759156	0.0136731126924266	5.00346457422303	P	0	0.0560582813483541	Bifidobacterium	0
Cohort	Cohort	4.19140030468327e-08	NA	NA	B	NA	3.43447767013985e-08	Bifidobacterium	0.993985460589165
Diet	Diet.5mo.as.AL	0.075680013906825	0.0558929709646201	1.35401666078423	P	0	0.0620130025634727	Bifidobacterium	0
Genetics	vm(Mouse, kinship.mat.x2)	0.0694898173027601	0.0191989368896878	3.61946172863794	P	0	0.0569406900986667	Bifidobacterium	3.37944519357425e-06
Mouse	ide(Mouse)	0.0319411196310444	0.0147723258269996	2.16222685615729	P	0	0.0261728907185298	Bifidobacterium	0.0207822100636762
Residual	units!R	0.414199073543011	0.0129594745826781	31.9611008070217	P	0	0.339399094733707	Bifidobacterium	NA
Time	Time	0.0551152363351219	0.0302121323870777	1.82427495116815	P	0.5	0.0451620066606263	Bifidobacterium	0.0314435290249757
Age	Age	0.0239986216693966	0.0178886340861021	1.34155696594193	P	0.4	0.0227197929631568	BorkfalkiaceaeNOV	0.00142874695165374
Batch	Batch	0.0311882027756986	0.00957091077873339	3.25864523207122	P	0.1	0.0295262586209453	BorkfalkiaceaeNOV	1.23332939505616e-06
Cage	Cage	0.0460148589570523	0.014351075479659	3.20637007465211	P	0	0.0435628380302466	BorkfalkiaceaeNOV	1.32523025516695e-05
Cohort	Cohort	6.43373724587394e-08	NA	NA	B	NA	6.09089889491482e-08	BorkfalkiaceaeNOV	1
Diet	Diet.5mo.as.AL	0.0638426175672436	0.047990965598768	1.33030491824242	P	0	0.0604405983533405	BorkfalkiaceaeNOV	1.85103044003654e-11
Genetics	vm(Mouse, kinship.mat.x2)	0.0813422952685505	0.0330875470073344	2.45839606213539	P	0	0.0770077604084294	BorkfalkiaceaeNOV	0.004682308777885
Mouse	ide(Mouse)	0.153617342996034	0.0296315613745917	5.18424733189245	P	0	0.145431445042981	BorkfalkiaceaeNOV	9.42084887878281e-09
Residual	units!R	0.635789429056102	0.0200652435362926	31.6861057732058	P	0	0.601909742789053	BorkfalkiaceaeNOV	NA
Time	Time	0.0204935550362839	0.011564002934922	1.77218521576085	P	0.2	0.0194015028828586	BorkfalkiaceaeNOV	6.54950121558029e-05
Age	Age	0.0248450395012799	0.0185827794892217	1.33699264502872	P	0.8	0.0239622066229167	ButyricicoccaceaeNOV	0.0011756220957998
Batch	Batch	0.0144724178721888	0.00725300537335839	1.99536842001367	P	0	0.0139581612405452	ButyricicoccaceaeNOV	0.0155030293237443
Cage	Cage	0.0148531029853979	0.00924995900072184	1.60574798053038	P	0	0.014325319253738	ButyricicoccaceaeNOV	0.0735917149727854
Cohort	Cohort	0.0196000844920805	0.0121481146325799	1.61342604057384	P	0	0.0189036235745032	ButyricicoccaceaeNOV	0.00269889714594451
Diet	Diet.5mo.as.AL	0.02916149305398	0.0227017575290021	1.28454781603254	P	0.1	0.0281252811836432	ButyricicoccaceaeNOV	3.60996866732854e-07
Genetics	vm(Mouse, kinship.mat.x2)	0.0909577509629739	0.0288164125049201	3.15645644465437	P	0	0.087725697615345	ButyricicoccaceaeNOV	0.000145068642748325
Mouse	ide(Mouse)	0.036237878500303	0.0248831218839929	1.45632363452009	P	0	0.0349502174128433	ButyricicoccaceaeNOV	0.134550654562672
Residual	units!R	0.806714871380791	0.0252154567977395	31.9928715887119	P	0	0.778049414363393	ButyricicoccaceaeNOV	NA
Time	Time	8.16338126682667e-08	NA	NA	B	NA	7.87330721077224e-08	ButyricicoccaceaeNOV	1
Age	Age	0.0354890381981183	0.0240412566118613	1.4761723470232	P	0.1	0.0302412210816491	CAG115	1.81245532904217e-06
Batch	Batch	0.0930792004619656	0.0181888127953487	5.11738734733517	P	0	0.0793154399834562	CAG115	0
Cage	Cage	0.0476095911042387	0.0121384516135954	3.92221286699487	P	0	0.040569489715462	CAG115	5.02466634966225e-09
Cohort	Cohort	0.202517746241985	0.0966395475303513	2.09559907323015	P	0.1	0.172571144443861	CAG115	5.11757303200966e-12
Diet	Diet.5mo.as.AL	0.01696029404631	0.0143973072947488	1.17801847936496	P	0	0.0144523500186442	CAG115	0.000551033208193052
Genetics	vm(Mouse, kinship.mat.x2)	0.082836741291222	0.0240229356163343	3.44823557845685	P	0	0.0705875485575723	CAG115	0.000106946754566017
Mouse	ide(Mouse)	0.0365284430847394	0.0193478874159707	1.88798096140393	P	0	0.0311269276143023	CAG115	0.0666090453531953
Residual	units!R	0.506939990337459	0.0159953140702857	31.6930313534258	P	0	0.431978016348073	CAG115	NA
Time	Time	0.151570873879061	0.0637898318886969	2.37609771638101	P	0.1	0.129157862236979	CAG115	0
Age	Age	0.0363810712227037	0.0231025134345283	1.57476680300637	P	0.3	0.0345227220928378	CAG145	0.000600727847282045
Batch	Batch	0.0114133545757249	0.00671271555628005	1.70025893098467	P	0.3	0.0108303591654244	CAG145	0.0501531818944958
Cage	Cage	0.00783190148813019	0.00967572916194217	0.809437858072303	P	0.1	0.00743184709647775	CAG145	0.38890531090958
Cohort	Cohort	0.0424554840381725	0.0221404280644213	1.91755479680163	P	0.1	0.0402868532318553	CAG145	3.15268250661305e-06
Diet	Diet.5mo.as.AL	0.00759786147188916	0.00748850991904303	1.01460257835381	P	0	0.00720976187007435	CAG145	0.0269312441203527
Genetics	vm(Mouse, kinship.mat.x2)	0.123420090003715	0.0357177333423191	3.4554289551595	P	0	0.117115778196556	CAG145	1.85343371897906e-05
Mouse	ide(Mouse)	0.123257175743175	0.029509056870132	4.17692697823669	P	0	0.116961185614409	CAG145	2.98163015666209e-06
Residual	units!R	0.700338716892637	0.0219207293424914	31.9486959557998	P	0	0.664565338006072	CAG145	NA
Time	Time	0.00113408385464554	0.00274177269547739	0.413631610131736	P	0.8	0.00107615472629265	CAG145	0.630594689175757
Age	Age	0.0808911002063398	0.0471353793902031	1.71614403560211	P	0	0.0765450592243502	CAG273	1.56763527658921e-06
Batch	Batch	0.0417703370474682	0.0116411948684289	3.58814859810913	P	0	0.0395261396490307	CAG273	3.03585695471398e-08
Cage	Cage	0.0523003896918939	0.0139900523760815	3.73839841953062	P	0	0.0494904435248224	CAG273	1.99760715746677e-08
Cohort	Cohort	0.00621970824695128	0.00934279671774866	0.665722313655353	P	0	0.00588554160972769	CAG273	0.426547180020205
Diet	Diet.5mo.as.AL	7.55791416312233e-08	NA	NA	B	NA	7.15184965655112e-08	CAG273	1
Genetics	vm(Mouse, kinship.mat.x2)	0.0311688720878538	0.0251865988408495	1.23751810575161	P	0	0.0294942602317823	CAG273	0.198565439894694
Mouse	ide(Mouse)	0.0939040890431596	0.0260173179063063	3.60929167953927	P	0	0.0888588984311275	CAG273	0.00011051228154213
Residual	units!R	0.746881905024681	0.0233325071752395	32.0103578846115	P	0	0.706754136213727	CAG273	NA
Time	Time	0.00364107378615749	0.00510050588406504	0.713865226100985	P	0.1	0.00344544959693614	CAG273	0.369259831790838
Age	Age	0.0148361397035174	0.0127391458970041	1.16461023552658	P	0.3	0.0147196113036728	CAG274NOV	0.0148204768743532
Batch	Batch	0.0472310534358404	0.0113135370600821	4.17473803152925	P	0	0.0468600836829373	CAG274NOV	7.34079463882154e-13
Cage	Cage	0.0407301841767077	0.0120658367766138	3.37566179045714	P	0	0.0404102745989919	CAG274NOV	3.10525264934913e-06
Cohort	Cohort	6.23303242742158e-08	NA	NA	B	NA	6.18407593944956e-08	CAG274NOV	1
Diet	Diet.5mo.as.AL	0.155257025107302	0.112159821676031	1.38424814507779	P	0	0.154037580355371	CAG274NOV	0
Genetics	vm(Mouse, kinship.mat.x2)	0.00760244774547914	0.0199501226206698	0.381072732736111	P	0	0.00754273537498479	CAG274NOV	0.692462482550308
Mouse	ide(Mouse)	0.116381550706657	0.0226711069065043	5.1334745668403	P	0	0.115467447971964	CAG274NOV	9.9131668429564e-09
Residual	units!R	0.615955544479223	0.0192959280535777	31.9215299087424	P	0	0.611117607158067	CAG274NOV	NA
Time	Time	0.00992253287030036	0.00755114802673186	1.31404295547823	P	0.1	0.00984459771325228	CAG274NOV	0.031648581515033
Age	Age	0.0262508318781714	0.0218667107726261	1.20049293883895	P	1.2	0.0250346041661637	CAG303	0.0161301234115269
Batch	Batch	0.0457253741875073	0.0116983786392863	3.90869329822762	P	0	0.0436068711439901	CAG303	1.82853732155763e-13
Cage	Cage	0.0534710104302272	0.0143474923107456	3.72685409213845	P	0	0.0509936441899456	CAG303	2.06623079757051e-08
Cohort	Cohort	0.00894018259048131	0.0112318408927721	0.795967702519224	P	0.1	0.00852597484775475	CAG303	0.322456154980221
Diet	Diet.5mo.as.AL	0.0520761276800827	0.0398375836521744	1.30721100292538	P	0.2	0.0496633877748292	CAG303	1.29635735479638e-08
Genetics	vm(Mouse, kinship.mat.x2)	0.0452315380589102	0.025137238489439	1.79938373413267	P	0	0.043135914944973	CAG303	0.041313594525787
Mouse	ide(Mouse)	0.0964940090335293	0.0251268585743711	3.84027349650271	P	0	0.0920233435561856	CAG303	2.32068154227827e-05
Residual	units!R	0.685747579856215	0.0216433910975884	31.6839249803431	P	0	0.653976197755489	CAG303	NA
Time	Time	0.0346452093706709	0.0193924781571285	1.78652821418472	P	0.4	0.0330400616206693	CAG303	4.55331442094087e-05
Age	Age	0.00489874942885371	0.0063855705556084	0.767159235998289	P	0.1	0.00486897098998522	CAG41	0.281699414816351
Batch	Batch	0.0594628663453727	0.0135618316604847	4.38457487410278	P	0	0.0591014044343019	CAG41	0
Cage	Cage	0.118879660249197	0.0213631340620968	5.56471067885669	P	0	0.118157016491469	CAG41	0
Cohort	Cohort	0.00306089131948839	0.0110071325839953	0.278082533859818	P	0	0.00304228482279689	CAG41	0.763054724909255
Diet	Diet.5mo.as.AL	0.101940001454689	0.0756092697602357	1.34824740111829	P	0	0.10132033022111	CAG41	3.56714657812063e-13
Genetics	vm(Mouse, kinship.mat.x2)	1.93923394806067e-07	NA	NA	B	NA	1.92744576407358e-07	CAG41	1
Mouse	ide(Mouse)	0.0433445945650497	0.012936685223869	3.35051783474458	P	0	0.0430811121440195	CAG41	0.00092842059554199
Residual	units!R	0.625931015138217	0.019547626165738	32.0208198085614	P	0	0.622126115797908	CAG41	NA
Time	Time	0.0485979890242109	0.0224998026226085	2.15992957091002	P	0	0.0483025723538327	CAG41	2.80711262790057e-07
Age	Age	0.0699227953831099	0.0410394943651296	1.70379280897091	P	0.1	0.0663306554588847	CAG475	1.42499012589781e-10
Batch	Batch	0.0182357756554011	0.00676462583052426	2.69575525864493	P	0	0.0172989501549034	CAG475	5.26145487489416e-05
Cage	Cage	0.0273725030676879	0.012824548425508	2.13438338407644	P	0	0.0259662969719978	CAG475	0.0113012143122484
Cohort	Cohort	0.0114584902292457	0.0103607489711707	1.10595192115256	P	0.1	0.0108698338404629	CAG475	0.127530896643559
Diet	Diet.5mo.as.AL	0.0272798282726243	0.0218359648926996	1.24930720518536	P	0	0.0258783831540876	CAG475	1.89626087389039e-05
Genetics	vm(Mouse, kinship.mat.x2)	0.137007854638586	0.0381791041934017	3.58855603171182	P	0	0.129969357652257	CAG475	7.88379450500365e-06
Mouse	ide(Mouse)	0.157685504368186	0.0314127635316059	5.01979089517327	P	0	0.149584735618753	CAG475	2.25507202911146e-08
Residual	units!R	0.604391572215531	0.0190290214349723	31.7615687323131	P	0	0.573342197193761	CAG475	NA
Time	Time	0.000800725586436708	0.00254738909124744	0.31433187383424	P	0.3	0.000759589954892968	CAG475	0.719201401921168
Age	Age	0.0188318227580192	0.0140601112322766	1.33937935816529	P	0.1	0.0186376405847783	CAG485	0.00159136593221187
Batch	Batch	0.0549829334790875	0.0126264920451969	4.35456920911006	P	0	0.0544159832878437	CAG485	1.11022302462516e-16
Cage	Cage	8.66530018795313e-08	NA	NA	B	NA	8.57594894225043e-08	CAG485	0.995551664365252
Cohort	Cohort	0.0153582466367843	0.0119722478932262	1.28282063433334	P	0.1	0.0151998818439854	CAG485	0.0605823406936606
Diet	Diet.5mo.as.AL	0.087420194785349	0.0635136003834877	1.37640118427417	P	0	0.0865187715069606	CAG485	0
