feature	is.community.feat	solution.age	std.error.age	pval.age	padj.age
GGB28763	N	-0.25148733	0.04377613	0.00000030	0.00000255
GGB28766	N	 0.16398297	0.04864956	0.00118132	0.00373593
GGB28769	N	-0.12862992	0.04664598	0.00741570	0.01721259
GGB28776	N	-0.18222432	0.05222034	0.00078739	0.00255398
GGB28778	N	-0.07879285	0.04807147	0.10469602	0.16250364
GGB28782	N	 0.06863793	0.05059752	0.17893265	0.25290481
GGB28784	N	-0.15281041	0.04571823	0.00132030	0.00412389
GGB28790	N	-0.16255978	0.05363826	0.00314421	0.00874160
GGB28791	N	 0.04890118	0.05093452	0.33973019	0.41125234
GGB28792	N	 0.00981688	0.05314784	0.85393668	0.87468008
GGB28793	N	-0.07018043	0.04516103	0.12393791	0.18444877
GGB28798	N	-0.06657282	0.04745657	0.16530344	0.24035500
GGB28802	N	-0.26227232	0.04482477	0.00000011	0.00000105
GGB28807	N	-0.13040320	0.04928644	0.01056181	0.02323599
GGB28818	N	 0.05857965	0.06179751	0.34528093	0.41598131
GGB28828	N	-0.18712409	0.04772395	0.00023517	0.00095964
GGB28829	N	-0.20147784	0.05432216	0.00036741	0.00130923
GGB28836	N	-0.12281704	0.04015071	0.00341840	0.00929952
GGB28841	N	 0.03872451	0.04015987	0.33889332	0.41125234
GGB28844	N	-0.07673085	0.04705039	0.10683287	0.16381040
GGB28846	N	 0.02887300	0.04847033	0.55296711	0.61902956
GGB28849	N	 0.07284404	0.04451502	0.10535685	0.16253222
GGB28851	N	-0.19293079	0.04443467	0.00004762	0.00023170
GGB28853	N	-0.08031060	0.04737558	0.09398750	0.14769464
GGB28854	N	 0.11915778	0.04476899	0.00959490	0.02148238
GGB28859	N	-0.12904801	0.04550921	0.00584637	0.01382366
GGB28862	N	-0.30969884	0.05029869	0.00000003	0.00000032
GGB28864	N	 0.47947778	0.06976674	0.00000000	0.00000001
GGB28866	N	-0.20961265	0.04183831	0.00000369	0.00002274
GGB28869	N	-0.14614067	0.04801195	0.00324156	0.00891430
GGB28870	N	 0.11663758	0.05470335	0.03581159	0.06662009
GGB28875	N	-0.13185145	0.05280382	0.01449678	0.03134775
GGB28879	N	-0.03557836	0.04802069	0.46111663	0.53761524
GGB28881	N	 0.06644958	0.05071859	0.19397402	0.26817173
GGB28883	N	-0.18672503	0.05198220	0.00053764	0.00183816
GGB28888	N	 0.11255307	0.04706101	0.01911084	0.03963149
GGB28889	N	-0.05409835	0.04899490	0.27285438	0.35401107
GGB28892	N	-0.03006270	0.05246128	0.56816891	0.63324552
GGB28893	N	-0.03597306	0.03958329	0.36599472	0.43884675
GGB28895	N	-0.28650020	0.03931492	0.00000000	0.00000001
GGB28898	N	-0.10143783	0.04887205	0.04154437	0.07401919
GGB28901	N	-0.16917926	0.04521598	0.00032493	0.00122697
GGB28904	N	-0.10376124	0.05145427	0.04688259	0.08068908
GGB28909	N	-0.12257787	0.04697625	0.01095727	0.02389818
GGB28916	N	-0.20031467	0.05041052	0.00015049	0.00066796
GGB28924	N	 0.05405399	0.05303544	0.31144486	0.38436854
GGB28926	N	-0.21307999	0.04565227	0.00001057	0.00005811
GGB28927	N	-0.16305209	0.04455334	0.00042918	0.00150808
GGB28932	N	-0.14663149	0.04946107	0.00401421	0.01057910
GGB28933	N	-0.16550087	0.04411313	0.00034324	0.00124151
GGB28934	N	 0.06713622	0.05038896	0.18586705	0.25980312
GGB28944	N	 0.02745653	0.03640354	0.45353955	0.53122920
GGB28946	N	-0.10177521	0.03449842	0.00476190	0.01204762
GGB28948	N	-0.04765164	0.04788005	0.32272239	0.39443848
GGB28949	N	-0.03136416	0.04941426	0.52721704	0.59547281
GGB28951	N	-0.10398276	0.04623474	0.02781498	0.05455187
GGB28954	N	-0.18396600	0.04657608	0.00017049	0.00073108
GGB28955	N	-0.05927166	0.05211978	0.25873700	0.33917338
GGB28956	N	-0.04378993	0.04160072	0.29570554	0.37406751
GGB28957	N	 0.29168852	0.05640430	0.00000120	0.00000884
GGB28958	N	 0.06347455	0.04511815	0.16405226	0.23991458
GGB28960	N	-0.29273760	0.04304194	0.00000000	0.00000004
GGB28961	N	-0.08105674	0.03675264	0.03117133	0.05929583
GGB28963	N	-0.09968662	0.04397179	0.02633296	0.05245857
GGB28967	N	-0.00995461	0.04175911	0.81221725	0.83532913
GGB28980	N	-0.16651036	0.04143811	0.00013237	0.00059803
GGB28981	N	-0.21453389	0.05092562	0.00005691	0.00027167
GGB28988	N	-0.01375299	0.04969073	0.78280868	0.81168277
GGB28989	N	-0.15317012	0.05321818	0.00495363	0.01232905
GGB28991	N	 0.15013132	0.05047481	0.00378674	0.01019197
GGB29001	N	 0.16974975	0.05430991	0.00225305	0.00647752
GGB29002	N	-0.01802440	0.04850666	0.71114335	0.75280028
GGB29003	N	-0.08121887	0.05018880	0.11014849	0.16687166
GGB29004	N	-0.04092633	0.05034126	0.41898541	0.49303865
GGB29005	N	-0.09099743	0.04428653	0.04296105	0.07505217
GGB29011	N	-0.00558931	0.04758619	0.90683871	0.91043728
GGB29531	N	-0.15763314	0.05854417	0.00859458	0.01976753
GGB29546	N	-0.09330233	0.04659504	0.04884982	0.08279273
GGB30087	N	-0.11543951	0.03924758	0.00458920	0.01172795
GGB30090	N	-0.02195696	0.05014836	0.66279880	0.71356637
GGB30141	N	-0.24472904	0.04276632	0.00000022	0.00000195
GGB30145	N	-0.11964092	0.05053913	0.02090566	0.04300107
GGB30290	N	 0.00742274	0.05183172	0.88646350	0.90070388
GGB30295	N	 0.08198457	0.04657802	0.08268268	0.13239695
GGB30296	N	-0.08003522	0.03825073	0.04009339	0.07273472
GGB30297	N	-0.04539765	0.05562509	0.41705367	0.49303865
GGB30300	N	-0.16190425	0.05015879	0.00178620	0.00525474
GGB30301	N	-0.03875855	0.04584015	0.40035772	0.47554226
GGB30302	N	-0.20722372	0.03962115	0.00000134	0.00000942
GGB30303	N	-0.21949158	0.04486339	0.00000563	0.00003311
GGB30408	N	-0.15879455	0.04947880	0.00190988	0.00555403
GGB30413	N	 0.00528170	0.04113162	0.89814729	0.90530384
GGB30414	N	-0.06377523	0.04591423	0.16892493	0.24291781
GGB30449	N	-0.09753518	0.04602996	0.03722033	0.06873536
GGB30450	N	 0.03647957	0.04112464	0.37790650	0.45099219
GGB30451	N	-0.10983532	0.04839436	0.02605564	0.05231806
GGB30454	N	-0.21802607	0.04173926	0.00000329	0.00002189
GGB30455	N	-0.23201414	0.04409889	0.00000366	0.00002274
GGB30457	N	-0.08031994	0.03992376	0.04796435	0.08199312
GGB30461	N	-0.31168507	0.04384015	0.00000000	0.00000001
GGB30463	N	-0.06622709	0.04411676	0.13797569	0.20413947
GGB30466	N	-0.01468167	0.04175898	0.72600287	0.76532803
GGB30468	N	 0.03088298	0.05877859	0.60065093	0.65997255
GGB30473	N	-0.08875429	0.04097103	0.03072669	0.05929583
GGB30861	N	 0.14877926	0.06225104	0.01855140	0.03878929
GGB31171	N	-0.17751401	0.04681957	0.00034350	0.00124151
GGB31173	N	-0.02154991	0.04770273	0.65261661	0.70560685
GGB31184	N	-0.06467724	0.05256572	0.22248011	0.30262080
GGB31256	N	-0.11399886	0.03791007	0.00384816	0.01024825
GGB31312	N	-0.27942415	0.03898223	0.00000000	0.00000001
GGB31384	N	 0.35119410	0.06409037	0.00000029	0.00000250
GGB31439	N	-0.14515471	0.03933524	0.00056427	0.00190346
GGB3171	N	-0.19484279	0.04092177	0.00001317	0.00006941
GGB31759	N	-0.21653069	0.04411497	0.00000463	0.00002788
GGB31762	N	-0.01513467	0.05132005	0.76879081	0.80042829
GGB31793	N	-0.17557988	0.04436129	0.00017824	0.00073928
GGB31822	N	 0.02608341	0.04759250	0.58520658	0.64904520
GGB31823	N	-0.07142938	0.04995889	0.15663650	0.23040137
GGB31838	N	-0.18918338	0.03875346	0.00000621	0.00003572
GGB31851	N	-0.27464307	0.04108811	0.00000000	0.00000004
GGB31853	N	-0.07747224	0.04237942	0.07170613	0.11780292
GGB3583	N	 0.14165205	0.05082855	0.00666233	0.01560712
GGB3661	N	-0.05234322	0.04298166	0.22723828	0.30580471
GGB3793	N	-0.24808864	0.04543876	0.00000055	0.00000439
GGB42328	N	-0.13271725	0.04582015	0.00497060	0.01232905
GGB42343	N	 0.04916785	0.04729881	0.30152981	0.37865927
GGB42579	N	 0.04963029	0.04779217	0.30232875	0.37865927
GGB42586	N	 0.04712555	0.04589493	0.30862535	0.38275595
GGB42601	N	-0.04998434	0.04085029	0.22484036	0.30419578
GGB42619	N	 0.16753255	0.04251904	0.00024152	0.00096991
GGB42644	N	 0.12258915	0.04952984	0.01590253	0.03380958
GGB42949	N	-0.02978463	0.04234364	0.48408600	0.55924090
GGB45514	N	-0.00389559	0.04915180	0.93699480	0.93699480
GGB45536	N	-0.03221333	0.04838843	0.50730642	0.58076255
GGB45624	N	-0.05315922	0.04623982	0.25416727	0.33491833
GGB45977	N	-0.08845377	0.04600508	0.05808499	0.09732121
GGB46159	N	-0.43667241	0.05975615	0.00000000	0.00000000
GGB47144	N	-0.10355375	0.04580289	0.02659295	0.05256263
GGB5207	N	-0.17996126	0.04700365	0.00026206	0.00102002
GGB5213	N	 0.02181273	0.04169511	0.60258364	0.65997255
GGB62427	N	-0.04577488	0.04205212	0.27992738	0.36133483
GGB68806	N	 0.02103690	0.04629668	0.65091846	0.70560685
GGB70852	N	-0.15320958	0.04969969	0.00301567	0.00847737
GGB74395	N	-0.09167623	0.04995175	0.07021802	0.11611215
GGB74408	N	 0.09882059	0.04740223	0.04024846	0.07273472
GGB75036	N	-0.06053611	0.04393578	0.17201234	0.24448945
GGB75053	N	-0.06580809	0.04966779	0.18877950	0.26242424
GGB75055	N	-0.01921546	0.03524167	0.58747570	0.64904520
GGB75064	N	-0.16314098	0.04596454	0.00063853	0.00212563
GGB75095	N	 0.13486992	0.04685381	0.00512386	0.01246478
GGB75106	N	 0.11293416	0.05213119	0.03294735	0.06174577
GGB75109	N	-0.01528318	0.04915380	0.75685185	0.79125421
GGB75314	N	-0.06624924	0.03704624	0.07913663	0.12834338
GGB75927	N	 0.21883631	0.05273934	0.00009136	0.00042805
GGB79594	N	-0.20255491	0.04633041	0.00003692	0.00018682
GGB79628	N	 0.29460892	0.05728833	0.00000096	0.00000738
GGB79680	N	 0.05584428	0.04739563	0.24233710	0.32100150
GGB79698	N	 0.00681414	0.04980718	0.89157972	0.90227868
GGB79760	N	-0.05325862	0.04991644	0.28888799	0.36741127
GGB79776	N	-0.04120629	0.04132469	0.32241780	0.39443848
GGB79804	N	-0.05213111	0.04300935	0.22941881	0.30710560
GGB79854	N	-0.15518176	0.04308758	0.00067415	0.00221505
GGB79857	N	-0.26316619	0.04510482	0.00000013	0.00000122
GGB79872	N	-0.28303931	0.05458457	0.00000122	0.00000884
GGB79926	N	-0.18822303	0.04384490	0.00004542	0.00022530
GGB79948	N	-0.01471498	0.04402211	0.73912502	0.77592793
GGB79989	N	-0.19799784	0.04964521	0.00017553	0.00073928
GGB80032	N	 0.39984020	0.06621840	0.00000002	0.00000025
GGB80101	N	-0.05879782	0.05513232	0.28899147	0.36741127
GGB80167	N	-0.11390282	0.04696191	0.01771860	0.03735671
InvSimpson	Y	-0.14709318	0.05116422	0.00511183	0.01246478
Lachnospiraceae_unclassified	N	-0.10724571	0.05383260	0.04908660	0.08279273
Lactobacillus	N	-0.09406724	0.04288698	0.03101552	0.05929583
Ligilactobacillus	N	 0.69531536	0.04591146	0.00000000	0.00000000
Limosilactobacillus	N	-0.07623577	0.04465130	0.09219760	0.14578746
Methanomethylovorans	N	-0.10919238	0.04652548	0.02228625	0.04547113
Muribaculaceae_unclassified	N	 0.21129879	0.04475959	0.00001194	0.00006427
Muribaculum	N	 0.14442294	0.05417915	0.00899687	0.02050638
Neglectibacter	N	-0.06103126	0.04712382	0.19885867	0.27195267
Observed	Y	-0.09224048	0.04567479	0.04636935	0.08035238
Oscillibacter	N	-0.08266022	0.04841162	0.09143312	0.14548792
Oscillospiraceae_unclassified	N	-0.16984136	0.04251185	0.00016067	0.00070084
Parabacteroides	N	-0.16000325	0.04815317	0.00134148	0.00413897
Paramuribaculum	N	 0.70860349	0.05534763	0.00000000	0.00000000
Schaedlerella	N	-0.16321640	0.04978516	0.00156216	0.00476175
Shannon	Y	-0.17179759	0.04927306	0.00080971	0.00259311
Simpson	Y	-0.10194780	0.04827051	0.03757250	0.06888291
Sphingorhabdus	N	-0.15641699	0.03136463	0.00000318	0.00002176
Sporofaciens	N	 0.04940669	0.04808873	0.30720158	0.38275595
Streptococcus	N	-0.02542007	0.04096389	0.53677951	0.60357874
Turicibacter	N	 0.27422155	0.04308139	0.00000002	0.00000018
Uniqueness	Y	 0.29184009	0.03769166	0.00000000	0.00000000
Zoogloea	N	 0.05278456	0.04775953	0.27247751	0.35401107
