feature	full.pathway.name	is.community.feat	solution.age	std.error.age	pval.age	padj.age
CITRULBIOPWY	CITRULBIO-PWY: L-citrulline biosynthesis	N	0.0130102237522949	0.0142467612545754	0.361188080888707	0.45023097583002
COAPWY	COA-PWY: coenzyme A biosynthesis I (prokaryotic)	N	-0.0759235961645398	0.0170686730940078	8.89424948619251e-06	5.15005736377921e-05
COAPWY1	COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)	N	-0.033432512568926	0.0170720858084321	0.0502611894916617	0.0827695735206723
COBALSYNPWY	COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I	N	-0.0352963226265968	0.0140398149108551	0.0119745175982292	0.0240159319428173
COLANSYNPWY	COLANSYN-PWY: colanic acid building blocks biosynthesis	N	0.0413097885666343	0.0153011343878772	0.00696689767254273	0.0145424345042922
COMPLETEAROPWY	COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	N	-0.0332710067245141	0.0156465214211591	0.0335283499636842	0.0587526232547089
DAPLYSINESYNPWY	DAPLYSINESYN-PWY: L-lysine biosynthesis I	N	-0.0452978222988113	0.0150474523480186	0.00262552654825203	0.00585443497405267
DENOVOPURINE2PWY	DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II	N	0.0399372598711981	0.0169565704316512	0.0185574010058464	0.0352492431804171
DTDPRHAMSYNPWY	DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis	N	-0.082144971814586	0.0158304814688822	2.2162623224666e-07	2.56657475408229e-06
ECASYNPWY	ECASYN-PWY: enterobacterial common antigen biosynthesis	N	0.0883788727167169	0.0156948325415334	1.91089634540207e-08	3.61058835789128e-07
ENTBACSYNPWY	ENTBACSYN-PWY: enterobactin biosynthesis	N	0.0577746081387946	0.016255627852268	0.000383523877651681	0.00104306872785571
FAOPWY	FAO-PWY: fatty acid &beta;-oxidation I (generic)	N	0.0909786818276813	0.0169416661900114	8.31061731047567e-08	1.10500430165214e-06
FASYNELONGPWY	FASYN-ELONG-PWY: fatty acid elongation -- saturated	N	0.0100247719641595	0.016762640296686	0.549845373422299	0.642978791721842
FASYNINITIALPWY	FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)	N	0.00470622985661465	0.0171648832178539	0.783962236854695	0.865976747787186
FERMENTATIONPWY	FERMENTATION-PWY: mixed acid fermentation	N	0.00546213596011522	0.0149866869409856	0.715528955953327	0.805250455132427
FOLSYNPWY	FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage	N	-0.00428843305920848	0.016454082744021	0.794390717138656	0.872816021260068
FUCCATPWY	FUCCAT-PWY: fucose degradation	N	0.0688163863783936	0.0169079289096718	4.78930577100952e-05	0.000197627674918669
FUCRHAMCATPWY	FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation	N	0.0313971236453411	0.0164786529623901	0.056809058270025	0.0927020541769954
GALACTARDEGPWY	GALACTARDEG-PWY: D-galactarate degradation I	N	0.068279347108426	0.0160376239367692	2.11473366182232e-05	0.000102593160080299
GALACTGLUCUROCATPWY	GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation	N	0.000349435188114519	0.0163011807924356	0.98289876464663	0.991338307155011
GALACTUROCATPWY	GALACTUROCAT-PWY: D-galacturonate degradation I	N	0.000281762650049057	0.0158475002373325	0.985815531070582	0.991338307155011
GLCMANNANAUTPWY	GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	N	-0.00139675188960277	0.0166471228583786	0.933137268858228	0.957909647798668
GLUCARDEGPWY	GLUCARDEG-PWY: D-glucarate degradation I	N	0.0623048144793799	0.0160004150766061	0.000100212533056962	0.000352708817327937
GLUCARGALACTSUPERPWY	GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation	N	0.068279347108426	0.0160376239367692	2.11473366182232e-05	0.000102593160080299
GLUCONEOPWY	GLUCONEO-PWY: gluconeogenesis I	N	0.0252303962350412	0.0169267636462941	0.13615500285936	0.194739625603626
GLUCOSE1PMETABPWY	GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation	N	-0.003904793815342	0.0171352233033767	0.819750268881685	0.886416706411219
GLUCUROCATPWY	GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation	N	0.00403727766417583	0.0161143452199354	0.802182939672732	0.875330320190002
GLUDEGIPWY	GLUDEG-I-PWY: GABA shunt	N	0.0916413395499737	0.016638629490107	3.85822529957043e-08	6.53818302285435e-07
GLUTORNPWY	GLUTORN-PWY: L-ornithine biosynthesis I	N	0.00160446848288075	0.0127717718564309	0.900034030268024	0.941311229836861
GLYCOCATPWY	GLYCOCAT-PWY: glycogen degradation I	N	-0.00560064868248378	0.0170449048981636	0.74248879193683	0.830384661387296
GLYCOGENSYNTHPWY	GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	N	-0.0251183086817688	0.0115111829276062	0.0291603633828115	0.0523428522721466
GLYCOLYSIS	GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	N	0.0204045713799653	0.0169463602634808	0.228636165293814	0.304001419779552
GLYCOLYSISED	GLYCOLYSIS-E-D: superpathway of glycolysis and the Entner-Doudoroff pathway	N	0.0333794407773751	0.0167363495262542	0.0461723413099104	0.0778209884049663
GLYCOLYSISTCAGLYOXBYPASS	GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass	N	0.0583308162578116	0.015848279298925	0.000235705756643286	0.000693593169138849
GLYOXYLATEBYPASS	GLYOXYLATE-BYPASS: glyoxylate cycle	N	0.0684531207309132	0.0160436404885321	2.02894706728002e-05	0.000101165555160212
GOLPDLCATPWY	GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol	N	-0.0172064194631674	0.0138999746899419	0.215833644513038	0.289120441717093
HCAMHPDEGPWY	HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-hydroxypentadienoate	N	0.0422464857353501	0.0155790360412959	0.00672079222581795	0.014194668336197
HEMEBIOSYNTHESISII	HEME-BIOSYNTHESIS-II: heme b biosynthesis I (aerobic)	N	0.0656472296151939	0.015961770993271	3.98788207004423e-05	0.000174218128218997
HEMESYN2PWY	HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent)	N	0.0934334064580462	0.016984273241371	4.00668597500824e-08	6.53818302285435e-07
HEXITOLDEGSUPERPWY	HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)	N	0.0372479688509073	0.0157024136741218	0.0177324089530997	0.0339142358643325
HISDEGPWY	HISDEG-PWY: L-histidine degradation I	N	0.0422501479014647	0.0140118663440089	0.0025828874007982	0.00579535360554097
HISTSYNPWY	HISTSYN-PWY: L-histidine biosynthesis	N	-0.0754420040738909	0.0168291299680551	7.56918847569524e-06	4.60565875046541e-05
HOMOSERMETSYNPWY	HOMOSER-METSYN-PWY: L-methionine biosynthesis I	N	0.0342804062849693	0.0153139493711807	0.0252414682651175	0.0459984117115592
HSERMETANAPWY	HSERMETANA-PWY: L-methionine biosynthesis III	N	-0.00446305194502107	0.0147403844613796	0.762075061787829	0.847012220377185
ILEUSYNPWY	ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)	N	-0.0704371194472563	0.0160364152491236	1.14985874022121e-05	6.25453466271841e-05
KDONAGLIPASYNPWY	KDO-NAGLIPASYN-PWY: superpathway of (Kdo)2-lipid A biosynthesis	N	0.0729023513414588	0.0159483780839512	4.9938747986407e-06	3.20143045127145e-05
KETOGLUCONMETPWY	KETOGLUCONMET-PWY: ketogluconate metabolism	N	0.0915154899846852	0.0167884415036395	5.30325536744987e-08	7.93278615381043e-07
LACTOSECATPWY	LACTOSECAT-PWY: lactose and galactose degradation I	N	-0.000358358240387485	0.0125638418538799	0.977246428278917	0.991338307155011
LPSSYNPWY	LPSSYN-PWY: superpathway of lipopolysaccharide biosynthesis	N	0.0353730842208654	0.0161296208192827	0.0283597508578309	0.0511615605927703
METHACETATEPWY	METH-ACETATE-PWY: methanogenesis from acetate	N	-0.0266382988130876	0.0107551437522595	0.0132968955077487	0.0265199193737877
METHANOGENESISPWY	METHANOGENESIS-PWY: methanogenesis from H2 and CO2	N	0.113311305906418	0.0170577495985326	3.5176239341798e-11	3.70718725356411e-09
METHGLYUTPWY	METHGLYUT-PWY: superpathway of methylglyoxal degradation	N	0.0298205244349094	0.0167423605058734	0.0749646513028505	0.117521003570844
METSAMPWY	MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis	N	0.0336812768150134	0.0149884027374709	0.0246830969247728	0.0452103663060889
METSYNPWY	METSYN-PWY: superpathway of L-homoserine and L-methionine biosynthesis	N	0.0324742913918362	0.0151876561781618	0.0325593114119779	0.057865310875743
NADBIOSYNTHESISII	NAD-BIOSYNTHESIS-II: NAD salvage pathway III (to nicotinamide riboside)	N	0.0577153436993822	0.0168905452018807	0.000639396731878947	0.00160519878842337
NAGLIPASYNPWY	NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli)	N	0.0244617274243289	0.0145015714901017	0.0917117236741342	0.140104292761763
NONMEVIPPPWY	NONMEVIPP-PWY: methylerythritol phosphate pathway I	N	-0.0603227817968413	0.0159412360059152	0.000156492168394647	0.000501613289764983
NONOXIPENTPWY	NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I	N	0.00243021647437565	0.0139230867914459	0.861445153062349	0.919679287610662
OANTIGENPWY	OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)	N	-0.011919964988542	0.0152624567929628	0.434848147114925	0.528083147200252
ORNARGDEGPWY	ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation	N	0.0627724067610706	0.0155537926342971	5.54035939205518e-05	0.000220998780194201
ORNDEGPWY	ORNDEG-PWY: superpathway of ornithine degradation	N	0.0649149010801884	0.0157126101657368	3.67780101094017e-05	0.000163003773200928
P105PWY	P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)	N	0.0508923352022869	0.0160370419108566	0.00151770065992977	0.00354773877054329
P108PWY	P108-PWY: pyruvate fermentation to propanoate I	N	0.0208373366981437	0.0156948255127407	0.184366057653884	0.252234978204347
P122PWY	P122-PWY: heterolactic fermentation	N	0.0660879473894285	0.0167208104926262	7.86741382441107e-05	0.000288204241118732
P124PWY	P124-PWY: Bifidobacterium shunt	N	-0.0825494975351916	0.0150636281211204	4.50754645361661e-08	7.03569207325376e-07
P125PWY	P125-PWY: superpathway of (R,R)-butanediol biosynthesis	N	0.0651788214660568	0.0166534888118974	9.23718290043883e-05	0.000331614866125754
P161PWY	P161-PWY: acetylene degradation (anaerobic)	N	0.0981719908018839	0.0168022867076417	5.53557345552834e-09	1.10403937251926e-07
P162PWY	P162-PWY: L-glutamate degradation V (via hydroxyglutarate)	N	0.0335177302056382	0.0158223939868333	0.0342039659187752	0.0596078823535937
P164PWY	P164-PWY: purine nucleobases degradation I (anaerobic)	N	0.0214616615399739	0.0133903423229929	0.109062166569783	0.163138824160634
P185PWY	P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)	N	-0.017299451653641	0.0141714610970052	0.222260514345399	0.296622768215607
P23PWY	P23-PWY: reductive TCA cycle I	N	0.0655980625190233	0.0162241569559181	5.36944227023287e-05	0.000219048838069727
P42PWY	P42-PWY: incomplete reductive TCA cycle	N	0.105669890310331	0.0172008607348004	8.91446083715122e-10	2.9093558550339e-08
P441PWY	P441-PWY: superpathway of N-acetylneuraminate degradation	N	0.0184884858528195	0.0157453341077923	0.24037518039664	0.317857475528271
P461PWY	P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate	N	0.0623370241236248	0.0157551075432941	7.73036567905653e-05	0.000286103224616628
P4PWY	P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	N	-0.0251189278914599	0.015161173711309	0.097637871207985	0.147898716302391
P621PWY	P621-PWY: nylon-6 oligomer degradation	N	0.0324701651967487	0.0165069963681811	0.0492465597420245	0.0814724191123815
PANTOPWY	PANTO-PWY: phosphopantothenate biosynthesis I	N	-0.0299787655133447	0.0164390989049955	0.0682815740083404	0.108947044751085
PANTOSYNPWY	PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)	N	-0.0508582293125829	0.0167229904074638	0.0023711690556158	0.00538765627193716
PENTOSEPPWY	PENTOSE-P-PWY: pentose phosphate pathway	N	-0.0243579603199244	0.0156894046221542	0.12061740188626	0.176741417457825
PEPTIDOGLYCANSYNPWY	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)	N	-0.0232481416073832	0.0169271847355933	0.169697319020501	0.234312836647538
PHOSLIPSYNPWY	PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	N	-0.00502399105571457	0.0159242877269003	0.752404316464884	0.838860713077308
POLYAMINSYN3PWY	POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II	N	0.077474462772722	0.0172167421300295	6.99171395190637e-06	4.3276298426455e-05
POLYAMSYNPWY	POLYAMSYN-PWY: superpathway of polyamine biosynthesis I	N	0.104077592975443	0.0165439240361231	3.48755945875612e-10	1.72146582267975e-08
POLYISOPRENSYNPWY	POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)	N	0.0189313558325222	0.0152159438361266	0.213504897683947	0.287072128346581
PPGPPMETPWY	PPGPPMET-PWY: ppGpp metabolism	N	0.0243015454303365	0.0144413546516087	0.0924948843109392	0.140701963845878
PRPPPWY	PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis	N	0.0102425717313218	0.0156357930230078	0.512458104235515	0.605172563883387
PWY01061	PWY0-1061: superpathway of L-alanine biosynthesis	N	-0.0375141561704058	0.0164406161022169	0.022553047789894	0.0417347636936698
PWY01241	PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	N	0.0704111362841478	0.016253703786929	1.51379617898082e-05	7.99195335667816e-05
PWY01261	PWY0-1261: anhydromuropeptides recycling I	N	0.0690847159909052	0.0156328430722061	1.01680685964198e-05	5.70365097830421e-05
PWY01277	PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation	N	0.0375263981383505	0.0156275922371484	0.0163816257867933	0.0317892089592368
PWY01296	PWY0-1296: purine ribonucleosides degradation	N	0.0739566860635818	0.015016972770332	8.77410651693355e-07	8.28922168310302e-06
PWY01297	PWY0-1297: superpathway of purine deoxyribonucleosides degradation	N	0.0796537290298823	0.016130454570599	8.20375094426184e-07	7.95985564591892e-06
PWY01298	PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	N	0.156603946396786	0.0166900745166245	1.03622553144034e-20	3.72004965787084e-18
PWY01319	PWY0-1319: CDP-diacylglycerol biosynthesis II	N	0.00170838371358976	0.0157465689658283	0.913610386510906	0.947614865899167
PWY01338	PWY0-1338: polymyxin resistance	N	0.063999822892608	0.0155703965860626	4.02788430144199e-05	0.000174218128218997
PWY01415	PWY0-1415: superpathway of heme b biosynthesis from uroporphyrinogen-III	N	0.0623713365814253	0.0161243505299727	0.00011138273355766	0.00038448462833846
PWY01479	PWY0-1479: tRNA processing	N	0.0312200006705046	0.0167756991371413	0.0628123694228849	0.101574957760431
PWY01586	PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	N	-0.111336445044184	0.0156293068720775	1.23958907124265e-12	2.22506238288056e-10
PWY0162	PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	N	-0.00214127704036955	0.0173850975279731	0.901980677058162	0.941311229836861
PWY0166	PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	N	0.0754249092679751	0.0176125098749688	1.89718491807973e-05	9.87086066073367e-05
PWY042	PWY0-42: 2-methylcitrate cycle I	N	0.0531436948026713	0.0156677712048693	0.00070064362393462	0.00173469697236227
PWY0781	PWY0-781: aspartate superpathway	N	-0.0143688305715781	0.0151867185525549	0.34413066667099	0.433483892403107
PWY0845	PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	N	0.0190678707761344	0.0143757798081023	0.184784956177558	0.252234978204347
PWY0862	PWY0-862: (5Z)-dodecenoate biosynthesis I	N	0.0153371872821802	0.0168847656092306	0.363750894497313	0.451856647489741
PWY0881	PWY0-881: superpathway of fatty acid biosynthesis I (E. coli)	N	0.0575916718905944	0.0167822996452028	0.000605809053441626	0.00154245000131591
PWY1042	PWY-1042: glycolysis IV	N	-0.0597627366319835	0.0170560797376867	0.000463471015489774	0.00122342716588845
PWY1269	PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis	N	0.00755856421717545	0.0134763021924199	0.574911229267162	0.667938936268321
PWY1861	PWY-1861: formaldehyde assimilation II (assimilatory RuMP Cycle)	N	-0.0287847298959762	0.0134759180085885	0.0327374979628495	0.0578953781707535
PWY241	PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type	N	-0.0138951486563529	0.014883225953773	0.350559407073931	0.440037857131263
PWY2723	PWY-2723: trehalose degradation V	N	-0.00285914681197958	0.0170856166060999	0.867109167848204	0.919679287610662
PWY2941	PWY-2941: L-lysine biosynthesis II	N	-0.00136032679843838	0.0163993205112664	0.933895199803716	0.957909647798668
PWY2942	PWY-2942: L-lysine biosynthesis III	N	-0.0679318739915187	0.0172611934232992	8.44116691762137e-05	0.000306098881154149
PWY3001	PWY-3001: superpathway of L-isoleucine biosynthesis I	N	-0.0933372941850295	0.0153794227062378	1.40400464132468e-09	3.60026904453972e-08
PWY3781	PWY-3781: aerobic respiration I (cytochrome c)	N	-0.0110410755862814	0.0154475055525215	0.47480541524731	0.570084093892256
PWY3841	PWY-3841: folate transformations II (plants)	N	-0.000355343952782451	0.017336536102655	0.983648065592148	0.991338307155011
PWY3O355	PWY3O-355: stearate biosynthesis III (fungi)	N	0.0748954006757375	0.0168104203315676	8.60388243005004e-06	5.06359638096388e-05
PWY4041	PWY-4041: &gamma;-glutamyl cycle	N	0.0286566405043731	0.0159295046174891	0.0720981785546233	0.113523009215394
PWY4242	PWY-4242: pantothenate and coenzyme A biosynthesis III	N	-0.0662119097751978	0.0167142626114832	7.57833795290624e-05	0.000283398263030556
PWY4702	PWY-4702: phytate degradation I	N	0.0424140010465577	0.0163788965114446	0.00964422398704862	0.0194509910750026
PWY4981	PWY-4981: L-proline biosynthesis II (from arginine)	N	0.0801397490752268	0.0167371949074792	1.74335324853098e-06	1.39426895361365e-05
PWY4984	PWY-4984: urea cycle	N	0.00132750692565901	0.0132419947270779	0.920150944697949	0.949236175708516
PWY4FS7	PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	N	0.0232178296883142	0.0157790689611571	0.141253721411485	0.198910681456926
PWY4FS8	PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	N	0.0232159167990673	0.0157791103714131	0.141287531396981	0.198910681456926
PWY4LZ257	PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)	N	0.0999889665179775	0.0167624005012096	2.65334922164534e-09	5.60324923865104e-08
PWY5004	PWY-5004: superpathway of L-citrulline metabolism	N	0.0734655109460661	0.0150882560404401	1.16437720379894e-06	1.07182414400979e-05
PWY5005	PWY-5005: biotin biosynthesis II	N	-0.0631764794625449	0.0175984941137722	0.000336624759932172	0.000936808440431392
PWY5022	PWY-5022: 4-aminobutanoate degradation V	N	0.068069194108779	0.016430131812564	3.49794954645582e-05	0.000156970485897205
PWY5030	PWY-5030: L-histidine degradation III	N	-0.000532727253914708	0.0132560023933308	0.967945503062137	0.987194419316213
PWY5083	PWY-5083: NAD/NADH phosphorylation and dephosphorylation	N	0.0118564897280507	0.0151997978969225	0.435411174293244	0.528083147200252
PWY5097	PWY-5097: L-lysine biosynthesis VI	N	-0.0697988103656899	0.0171394915415077	4.74198248920386e-05	0.000197627674918669
PWY5100	PWY-5100: pyruvate fermentation to acetate and lactate II	N	-0.0192438315499424	0.0120556473334664	0.110510056086734	0.164618714253682
PWY5101	PWY-5101: L-isoleucine biosynthesis II	N	0.108409236604813	0.0171156536630663	2.66185238467073e-10	1.59267501016132e-08
PWY5103	PWY-5103: L-isoleucine biosynthesis III	N	-0.0617965404744102	0.0148295380450417	3.14830602290823e-05	0.000143068590154944
PWY5104	PWY-5104: L-isoleucine biosynthesis IV	N	0.0494482657286344	0.0155859210237285	0.0015218712274754	0.00354773877054329
PWY5121	PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	N	-0.0463852004574541	0.0163477673697592	0.00457063893972258	0.0100052401180513
PWY5136	PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)	N	0.0912907542946962	0.0169762501852379	7.97775634812117e-08	1.10154404960596e-06
PWY5138	PWY-5138: fatty acid &beta;-oxidation IV (unsaturated, even number)	N	0.0269128030944209	0.0165462453681954	0.103917911325573	0.156094268476488
PWY5154	PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	N	-0.0141860017247879	0.013950293841627	0.309263144459775	0.39651953164664
PWY5173	PWY-5173: superpathway of acetyl-CoA biosynthesis	N	0.059298044899378	0.0167635770459915	0.000408747686377366	0.00110331142413139
PWY5177	PWY-5177: glutaryl-CoA degradation	N	0.0426334500507761	0.0160203462031561	0.00781653532295676	0.0161272194306981
PWY5188	PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	N	0.0298123626501973	0.0138670095018329	0.0316232996678881	0.0564814158247355
PWY5189	PWY-5189: tetrapyrrole biosynthesis II (from glycine)	N	0.0640958128884431	0.0169688643528916	0.000160828439459223	0.000510950528901424
PWY5198	PWY-5198: factor 420 biosynthesis	N	0.106019119337682	0.0170687264665138	5.82572678740279e-10	2.32381768519733e-08
PWY5265	PWY-5265: peptidoglycan biosynthesis II (staphylococci)	N	0.0910810539896806	0.01760498712697	2.42359619618372e-07	2.70942195092668e-06
PWY5304	PWY-5304: superpathway of sulfur oxidation (Acidianus ambivalens)	N	-0.037462204346564	0.00934841037795855	6.25019189243065e-05	0.000246573504327759
PWY5345	PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)	N	0.090500202405095	0.0171705796423845	1.43030461918408e-07	1.77061847685202e-06
PWY5347	PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)	N	0.028947944391079	0.0153023675524306	0.0585975209390723	0.0951878281317961
PWY5367	PWY-5367: petroselinate biosynthesis	N	0.00712015919654278	0.0168631207195716	0.672877561573694	0.759632215738856
PWY5384	PWY-5384: sucrose degradation IV (sucrose phosphorylase)	N	-0.0277024014839405	0.0158142290715678	0.0798938307638075	0.124164005386177
PWY5464	PWY-5464: superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	N	0.056494433059815	0.0165740969695809	0.000659433220145522	0.00164400365300168
PWY5484	PWY-5484: glycolysis II (from fructose 6-phosphate)	N	0.00246943952707731	0.0170754401985268	0.885018783235011	0.93447571523932
PWY5505	PWY-5505: L-glutamate and L-glutamine biosynthesis	N	0.0185436561950497	0.0165221161698596	0.261779509070907	0.341321731746789
PWY561	PWY-561: superpathway of glyoxylate cycle and fatty acid degradation	N	0.0574191265093683	0.0159398652920324	0.000319244893215374	0.000899198996833035
PWY5656	PWY-5656: mannosylglycerate biosynthesis I	N	0.0531194521561941	0.0162995358457945	0.00112740322480237	0.00271636078996006
PWY5659	PWY-5659: GDP-mannose biosynthesis	N	0.0475254074398001	0.0156780192816047	0.00244992605557266	0.00553159405000368
PWY5667	PWY-5667: CDP-diacylglycerol biosynthesis I	N	0.00166217560239024	0.0157468445330855	0.915939717178303	0.947614865899167
PWY5675	PWY-5675: nitrate reduction V (assimilatory)	N	0.0759023354416302	0.0158067581761243	1.62796025263569e-06	1.39151840641955e-05
PWY5676	PWY-5676: acetyl-CoA fermentation to butanoate II	N	0.026544211570357	0.0143349452729598	0.0641388413932821	0.103254906099499
PWY5686	PWY-5686: UMP biosynthesis I	N	-0.0397565554690724	0.0170173552699604	0.0195271976785542	0.0365572176881691
PWY5690	PWY-5690: TCA cycle II (plants and fungi)	N	0.0523990544057521	0.0160660853508487	0.00111749761863659	0.00271068679115227
PWY5695	PWY-5695: inosine 5'-phosphate degradation	N	-0.043366716932852	0.0137733562307044	0.00165236401367467	0.00380255564685389
PWY5723	PWY-5723: Rubisco shunt	N	0.051485191721305	0.0161130876657229	0.00140778597786875	0.00332496819772948
PWY5747	PWY-5747: 2-methylcitrate cycle II	N	0.0574683115348843	0.015544191196087	0.000220937175566509	0.00067217327142692
PWY5791	PWY-5791: 1,4-dihydroxy-2-naphthoate biosynthesis II (plants)	N	0.0638198696412927	0.0160574160226098	7.17650304028476e-05	0.000274081339517258
PWY5837	PWY-5837: 2-carboxy-1,4-naphthoquinol biosynthesis	N	0.0638198696412927	0.0160574160226098	7.17650304028476e-05	0.000274081339517258
